ort;landkreis;latitude;longitude;GEB_HQ;AEP;flood_risk;Ueberschwemmungstiefe;Schadensfaktor;Energieklasse;Quadratmeterpreise;wohnflaeche;aktueller_immobilienwert;aktuelles_LtV;darlehenbetrag;Risikogewicht;immobilienwert_check;darlehenbetrag_check;ID
Haarbach;Landkreis Passau;4,86232E+15;1,3097E+16;;0.0;very low;0;0;F;1418.3;80.0;113463.87;0.63;71265.98;0,2;True;True;2329
Neuburg am Inn;Landkreis Passau;4,86004E+15;1,33047E+16;;0.0;very low;0;0;A+;1418.3;80.0;113463.87;0.72;81822.09;0,3;True;True;2330
Neuburg am Inn;Landkreis Passau;4,85708E+15;1,33823E+14;;0.0;very low;0;0;D;1418.3;163.75;232248.05;0.65;151629.24;0,3;True;True;2331
Neuburg am Inn;Landkreis Passau;4,85854E+15;1,33539E+16;;0.0;very low;0;0;C;1418.3;116.03;164570.57;0.53;87375.23;0,3;True;True;2332
Neuburg am Inn;Landkreis Passau;4,85961E+15;1,33547E+16;;0.0;very low;0;0;E;1418.3;118.21;167659.0;0.64;107859.57;0,2;True;True;2333
Neuburg am Inn;Landkreis Passau;4,8548E+15;1,34239E+16;;0.0;very low;0;0;E;1418.3;126.19;178970.84;0.47;83652.33;0,2;True;True;2334
Passau;;4,85561E+16;1,3403E+16;;0.0;very low;0;0;H;1737.64;80.0;139010.93;0.6;84083.28;0,3;True;True;2335
Passau;;4,85607E+15;1,33731E+16;;0.0;very low;0;0;F;1737.64;132.05;229452.2;0.57;131229.39;0,3;True;True;2336
Passau;;4,8597E+15;1,33265E+16;;0.0;very low;0;0;B;1737.64;129.64;225268.99;0.43;96665.47;0,2;True;True;2337
Passau;;4,85503E+14;1,33934E+16;;0.0;very low;0;0;H;1737.64;80.0;139010.93;0.61;85315.2;0,2;True;True;2338
Passau;;4,85509E+15;1,33978E+16;;0.0;very low;0;0;E;1737.64;128.71;223644.6;0.7;155584.59;0,2;True;True;2339
Malching;Landkreis Passau;4,82995E+16;1,31936E+15;;0.0;very low;0;0;E;1418.3;102.92;145976.23;0.58;85096.94;0,2;True;True;2340
Malching;Landkreis Passau;4,8312E+15;1,32105E+15;;0.0;very low;0;0;H;1418.3;90.04;127708.0;0.5;64187.18;0,2;True;True;2341
Rotthalmünster;Landkreis Passau;4,83335E+15;1,31748E+16;;0.0;very low;0;0;G;1418.3;118.42;167959.82;0.75;125969.86;0,2;True;True;2342
Rotthalmünster;Landkreis Passau;4,84059E+15;1,31772E+16;;0.0;very low;0;0;A;1418.3;121.43;172228.86;0.52;89667.89;0,2;True;True;2343
Ortenburg;Landkreis Passau;4,85348E+16;1,3213E+16;;0.0;very low;0;0;H;1418.3;80.0;113463.87;0.53;59578.99;0,2;True;True;2344
Ortenburg;Landkreis Passau;4,85616E+15;1,32241E+16;;0.0;very low;0;0;B;1418.3;80.0;113463.87;0.49;55970.98;0,2;True;True;2345
Passau;;4,85712E+15;1,34889E+16;;0.0;very low;0;0;C;1737.64;114.01;198112.4;0.59;117300.78;0,2;True;True;2346
Passau;;4,85602E+15;1,34563E+16;;0.0;very low;0;0;C;1737.64;130.55;226851.73;0.56;127182.64;0,2;True;True;2347
Passau;;4,85759E+15;1,35023E+16;;0.0;very low;0;0;G;1737.64;110.62;192223.76;0.75;144167.82;0,3;True;True;2348
Passau;;4,85686E+15;1,34243E+16;;0.0;very low;0;0;A+;1737.64;161.95;281407.74;0.67;189931.0;0,3;True;True;2349
Kirchham;Landkreis Passau;4,83475E+15;1,32409E+15;;0.0;very low;0;0;C;1418.3;118.12;167524.97;0.68;113785.91;0,2;True;True;2350
Fürstenzell;Landkreis Passau;4,85551E+15;1,33553E+16;;0.0;very low;0;0;C;1418.3;156.88;222505.59;0.42;93573.29;0,2;True;True;2351
Fürstenzell;Landkreis Passau;4,85E+15;1,33436E+16;;0.0;very low;0;0;C;1418.3;80.0;113463.87;0.67;76012.33;0,2;True;True;2352
Kleinaitingen;Landkreis Augsburg;4,82142E+15;1,08946E+16;;0.0;very low;0;0;D;2216.64;123.96;274768.85;0.67;182941.56;0,2;True;True;2353
Oberottmarshausen;Landkreis Augsburg;4,82188E+15;1,08434E+16;;0.0;very low;0;0;H;2216.64;80.0;177331.51;0.65;114511.49;0,2;True;True;2354
Kutzenhausen;Landkreis Augsburg;4,83672E+16;1,06915E+16;;0.0;very low;0;0;A;2216.64;120.65;267428.39;0.49;132233.02;0,3;True;True;2355
Wehringen;Landkreis Augsburg;4,82481E+15;1,08058E+16;;0.0;very low;0;0;E;2216.64;159.76;354122.4;0.6;211818.9;0,2;True;True;2356
Münsterhausen;Landkreis Günzburg;4,83021E+15;1,04383E+16;;0.0;very low;0;0;H;1662.74;80.0;133019.44;0.65;86553.39;0,25;True;True;2357
Straubing;;4,88714E+15;1,26204E+16;;0.0;very low;0;0;C;1691.87;120.14;203259.24;0.64;129988.33;0,25;True;True;2358
Straubing;;4,88695E+13;1,25702E+16;;0.0;very low;0;0;D;1691.87;148.63;251462.22;0.75;188596.66;0,2;True;True;2359
Straubing;;4,88921E+15;1,26547E+16;;0.0;very low;0;0;E;1691.87;80.0;135349.46;0.44;59812.79;0,3;True;True;2360
Straubing;;4,88574E+15;1,25866E+16;;0.0;very low;0;0;D;1691.87;129.21;218603.72;0.56;121333.17;0,3;True;True;2361
Straubing;;4,88924E+15;1,26282E+15;;0.0;very low;0;0;F;1691.87;165.3;279663.43;0.42;117989.29;0,2;True;True;2362
Straubing;;4,88889E+15;1,26415E+16;;0.0;very low;0;0;G;1691.87;125.24;211883.38;0.68;144836.35;0,25;True;True;2363
Straubing;;4,88674E+15;1,25715E+16;;0.0;very low;0;0;G;1691.87;161.32;272930.63;0.75;204697.97;0,2;True;True;2364
Straubing;;4,88587E+15;1,2564E+16;;0.0;very low;0;0;C;1691.87;86.6;146509.09;0.44;64613.8;0,3;True;True;2365
Straubing;;4,88874E+15;1,25265E+16;;0.0;very low;0;0;H;1691.87;158.05;267393.53;0.44;117594.79;0,25;True;True;2366
Straubing;;4,88776E+15;1,26487E+16;;0.0;very low;0;0;D;1691.87;119.85;202763.12;0.47;94299.78;0,2;True;True;2367
Straubing;;4,88538E+15;1,25528E+16;;0.0;very low;0;0;A+;1691.87;160.31;271220.58;0.74;199985.76;0,2;True;True;2368
Straubing;;4,88549E+15;1,25508E+16;;0.0;very low;0;0;D;1691.87;122.54;207317.21;0.67;139220.49;0,2;True;True;2369
Bogen;Landkreis Straubing-Bogen;4,89226E+16;1,27582E+16;;0.0;very low;0;0;G;1520.24;80.0;121618.96;0.71;86250.62;0,2;True;True;2370
Bogen;Landkreis Straubing-Bogen;4,89315E+15;1,27731E+15;;0.0;very low;0;0;F;1520.24;102.89;156424.04;0.55;85660.15;0,25;True;True;2371
Bogen;Landkreis Straubing-Bogen;4,8918E+15;1,26712E+16;;0.0;very low;0;0;E;1520.24;155.4;236238.68;0.73;171938.0;0,2;True;True;2372
Oberschneiding;Landkreis Straubing-Bogen;4,87445E+15;1,26275E+16;;0.0;very low;0;0;A+;1520.24;101.72;154632.03;0.75;115922.57;0,25;True;True;2373
Irlbach;Landkreis Straubing-Bogen;4,88454E+15;1,2711E+16;;0.0;very low;0;0;H;1520.24;115.53;175626.68;0.74;130277.35;0,2;True;True;2374
Straßkirchen;Landkreis Straubing-Bogen;4,8797E+15;1,27409E+15;;0.0;very low;0;0;H;1520.24;142.59;216765.33;0.47;101163.51;0,2;True;True;2375
Dinkelscherben;Landkreis Augsburg;4,83555E+15;1,05806E+16;;0.0;very low;0;0;C;2216.64;157.28;348636.65;0.43;149334.91;0,3;True;True;2376
Dinkelscherben;Landkreis Augsburg;4,83604E+15;1,05312E+15;;0.0;very low;0;0;B;2216.64;80.0;177331.51;0.75;132998.63;0,2;True;True;2377
Burghausen;Landkreis Altötting;4,81484E+15;1,27994E+16;;0.0;very low;0;0;C;1841.14;80.0;147290.84;0.44;64953.23;0,25;True;True;2378
Burghausen;Landkreis Altötting;4,81963E+15;1,28223E+16;;0.0;very low;0;0;G;1841.14;83.11;153011.07;0.56;86112.66;0,3;True;True;2379
Burghausen;Landkreis Altötting;4,81639E+15;1,28229E+15;;0.0;very low;0;0;G;1841.14;99.95;184024.71;0.45;82835.52;0,25;True;True;2380
Burghausen;Landkreis Altötting;4,81448E+15;1,27869E+16;;0.0;very low;0;0;H;1841.14;164.7;303228.3;0.51;153301.31;0,2;True;True;2381
Burghausen;Landkreis Altötting;4,81393E+15;1,27932E+16;;0.0;very low;0;0;C;1841.14;148.42;273268.23;0.54;146345.52;0,2;True;True;2382
Tittmoning;Landkreis Traunstein;4,80711E+15;1,27384E+16;;0.0;very low;0;0;E;2120.95;80.0;169675.71;0.72;122090.22;0,2;True;True;2383
Tittmoning;Landkreis Traunstein;4,79904E+15;1,27509E+16;;0.0;very low;0;0;D;2120.95;98.9;209754.31;0.7;147271.76;0,2;True;True;2384
Erlbach;Landkreis Altötting;4,82839E+15;1,27547E+16;;0.0;very low;0;0;C;1841.14;88.74;163386.44;0.62;100637.2;0,3;True;True;2385
Perach;Landkreis Altötting;4,82882E+15;1,28041E+15;;0.0;very low;0;0;G;1841.14;151.14;278268.98;0.71;197405.33;0,3;True;True;2386
Kastl;Landkreis Altötting;4,81701E+15;1,26793E+16;;0.0;very low;0;0;A;1841.14;129.12;237722.35;0.47;111771.08;0,2;True;True;2387
Haiming;Landkreis Altötting;4,82343E+14;1,28724E+16;;0.0;very low;0;0;G;1841.14;161.6;297530.62;0.67;198726.11;0,2;True;True;2388
Haiming;Landkreis Altötting;4,82113E+16;1,28432E+16;;0.0;very low;0;0;H;1841.14;80.0;147290.84;0.74;109335.3;0,3;True;True;2389
Marktl;Landkreis Altötting;4,8271E+15;1,28181E+16;;0.0;very low;0;0;H;1841.14;129.23;237925.59;0.46;110537.36;0,2;True;True;2390
Marktl;Landkreis Altötting;4,82141E+15;1,28406E+16;;0.0;very low;0;0;H;1841.14;83.01;152829.61;0.75;114622.21;0,2;True;True;2391
Stammham;Landkreis Altötting;4,82048E+15;1,28659E+15;;0.0;very low;0;0;G;1841.14;168.14;309570.5;0.61;187608.87;0,2;True;True;2392
Stammham;Landkreis Altötting;4,82504E+15;1,28737E+16;;0.0;very low;0;0;D;1841.14;151.05;278095.62;0.46;128757.95;0,2;True;True;2393
Tüßling;Landkreis Altötting;4,81981E+15;1,26401E+16;;0.0;very low;0;0;G;1841.14;80.0;147290.84;0.48;70391.04;0,3;True;True;2394
Teising;Landkreis Altötting;4,8238E+15;1,26051E+16;;0.0;very low;0;0;F;1841.14;112.28;206731.01;0.57;118094.59;0,2;True;True;2395
Burgkirchen an der Alz;Landkreis Altötting;4,81484E+16;1,26918E+15;;0.0;very low;0;0;H;1841.14;165.13;304035.68;0.72;219860.92;0,25;True;True;2396
Burgkirchen an der Alz;Landkreis Altötting;4,81829E+15;1,27356E+15;;0.0;very low;0;0;E;1841.14;80.65;148489.31;0.72;107111.45;0,2;True;True;2397
Burgkirchen an der Alz;Landkreis Altötting;4,81857E+15;1,27342E+16;;0.0;very low;0;0;E;1841.14;128.1;235857.84;0.67;157098.82;0,3;True;True;2398
Pleiskirchen;Landkreis Altötting;4,83407E+15;1,26839E+16;;0.0;very low;0;0;E;1841.14;100.95;185859.52;0.74;136818.32;0,2;True;True;2399
Winhöring;Landkreis Altötting;4,8275E+15;1,26331E+16;;0.0;very low;0;0;F;1841.14;139.23;256335.71;0.67;172003.86;0,25;True;True;2400
Langweid am Lech;Landkreis Augsburg;4,84704E+15;1,08693E+15;;0.0;very low;0;0;A+;2216.64;80.0;177331.51;0.53;94440.9;0,2;True;True;2401
Langweid am Lech;Landkreis Augsburg;4,84947E+15;1,08411E+16;;0.0;very low;0;0;G;2216.64;160.72;356248.06;0.59;209855.38;0,25;True;True;2402
Meitingen;Landkreis Augsburg;4,85244E+15;1,08388E+16;;0.0;very low;0;0;A;2216.64;136.06;301596.53;0.75;225951.95;0,2;True;True;2403
Meitingen;Landkreis Augsburg;4,85302E+15;1,08296E+16;HQ 50;0.02;medium;0;0;E;2216.64;145.92;323452.64;0.44;141934.92;0,2;True;True;2404
Meitingen;Landkreis Augsburg;4,85201E+15;1,08642E+16;;0.0;very low;0;0;C;2216.64;80.0;177331.51;0.7;124178.34;0,2;True;True;2405
Biberbach;Landkreis Augsburg;4,84843E+15;1,0756E+16;;0.0;very low;0;0;E;2216.64;80.0;177331.51;0.54;96428.85;0,2;True;True;2406
Gablingen;Landkreis Augsburg;4,84546E+16;1,08696E+16;;0.0;very low;0;0;A+;2216.64;133.84;296676.69;0.73;215940.25;0,25;True;True;2407
Zusmarshausen;Landkreis Augsburg;4,84141E+15;1,05432E+16;;0.0;very low;0;0;A;2216.64;92.29;204573.03;0.46;95017.03;0,2;True;True;2408
Zusmarshausen;Landkreis Augsburg;4,84192E+15;1,06581E+16;;0.0;very low;0;0;D;2216.64;119.76;265456.5;0.75;199092.38;0,2;True;True;2409
Heretsried;Landkreis Augsburg;4,84584E+15;1,0655E+16;;0.0;very low;0;0;G;2216.64;157.85;349891.36;0.58;202170.17;0,2;True;True;2410
Welden;Landkreis Augsburg;4,84609E+15;1,06684E+16;;0.0;very low;0;0;C;2216.64;126.42;280230.84;0.75;210173.13;0,2;True;True;2411
Königsbrunn;Landkreis Augsburg;4,82875E+15;1,08777E+16;;0.0;very low;0;0;A+;2216.64;134.88;298973.08;0.62;184473.37;0,3;True;True;2412
Königsbrunn;Landkreis Augsburg;4,82764E+15;1,08736E+16;;0.0;very low;0;0;F;2216.64;167.68;371684.91;0.66;243925.16;0,2;True;True;2413
Königsbrunn;Landkreis Augsburg;4,82619E+16;1,09054E+16;;0.0;very low;0;0;F;2216.64;153.55;340356.96;0.67;228872.17;0,2;True;True;2414
Königsbrunn;Landkreis Augsburg;4,82384E+16;1,08805E+16;;0.0;very low;0;0;H;2216.64;107.84;239038.61;0.53;126890.86;0,2;True;True;2415
Königsbrunn;Landkreis Augsburg;4,82702E+15;1,08734E+16;;0.0;very low;0;0;C;2216.64;146.26;324199.46;0.65;211048.66;0,25;True;True;2416
Königsbrunn;Landkreis Augsburg;4,82315E+15;1,08965E+16;;0.0;very low;0;0;D;2216.64;100.65;223107.9;0.68;151257.44;0,2;True;True;2417
Königsbrunn;Landkreis Augsburg;4,8249E+15;1,08872E+16;;0.0;very low;0;0;A+;2216.64;80.0;177331.51;0.49;86110.15;0,3;True;True;2418
Hohenwart;Landkreis Pfaffenhofen an der Ilm;4,85658E+15;1,13841E+16;;0.0;very low;0;0;G;2402.84;80.0;192227.02;0.74;143204.19;0,25;True;True;2419
Waidhofen;Landkreis Neuburg-Schrobenhausen;4,85779E+15;1,13242E+16;;0.0;very low;0;0;C;1860.9;138.94;258546.77;0.67;172296.88;0,2;True;True;2420
Aresing;Landkreis Neuburg-Schrobenhausen;4,84846E+15;1,13127E+16;;0.0;very low;0;0;E;1860.9;80.0;148871.92;0.58;85762.36;0,2;True;True;2421
Schrobenhausen;Landkreis Neuburg-Schrobenhausen;4,85372E+15;1,11964E+16;;0.0;very low;0;0;G;1860.9;164.03;305252.41;0.75;228939.31;0,2;True;True;2422
Schrobenhausen;Landkreis Neuburg-Schrobenhausen;4,85751E+16;1,11694E+16;;0.0;very low;0;0;D;1860.9;80.0;148871.92;0.46;68051.55;0,25;True;True;2423
Schrobenhausen;Landkreis Neuburg-Schrobenhausen;4,85789E+15;1,12884E+16;;0.0;very low;0;0;G;1860.9;80.0;148871.92;0.72;107649.27;0,2;True;True;2424
Schrobenhausen;Landkreis Neuburg-Schrobenhausen;4,86164E+15;1,12631E+16;;0.0;very low;0;0;G;1860.9;160.8;299241.8;0.72;216769.12;0,3;True;True;2425
Gachenbach;Landkreis Neuburg-Schrobenhausen;4,85114E+16;1,12181E+16;;0.0;very low;0;0;A;1860.9;167.55;311797.42;0.61;189917.82;0,2;True;True;2426
Augsburg;;4,8385E+15;1,09182E+15;;0.0;very low;0;0;C;2581.23;127.87;330074.7;0.63;207869.2;0,2;True;True;2427
Augsburg;;4,84013E+15;1,09289E+16;;0.0;very low;0;0;F;2581.23;156.57;404151.61;0.42;170392.14;0,2;True;True;2428
Augsburg;;4,84004E+16;1,09334E+16;;0.0;very low;0;0;A;2581.23;131.79;340175.16;0.53;181346.65;0,3;True;True;2429
Augsburg;;4,83919E+15;1,09231E+16;;0.0;very low;0;0;F;2581.23;86.12;222295.67;0.71;158600.11;0,25;True;True;2430
Augsburg;;4,84004E+15;1,0902E+16;;0.0;very low;0;0;E;2581.23;121.93;314729.1;0.68;213122.16;0,2;True;True;2431
Augsburg;;4,83971E+15;1,08999E+16;;0.0;very low;0;0;B;2581.23;127.52;329149.18;0.58;190482.79;0,2;True;True;2432
Augsburg;;4,84065E+15;1,0913E+15;;0.0;very low;0;0;C;2581.23;155.55;401512.77;0.58;233528.4;0,2;True;True;2433
Augsburg;;4,84228E+15;1,09026E+16;;0.0;very low;0;0;G;2581.23;164.07;423506.11;0.51;217470.51;0,2;True;True;2434
Augsburg;;4,8382E+14;1,08319E+16;;0.0;very low;0;0;G;2581.23;80.0;206498.42;0.67;138024.5;0,2;True;True;2435
Augsburg;;4,83857E+15;1,08465E+16;;0.0;very low;0;0;F;2581.23;157.69;407041.9;0.69;279347.79;0,2;True;True;2436
Augsburg;;4,83813E+15;1,08343E+16;;0.0;very low;0;0;C;2581.23;111.86;288726.14;0.53;152372.77;0,25;True;True;2437
Augsburg;;4,83922E+16;1,08593E+15;;0.0;very low;0;0;B;2581.23;168.09;433869.05;0.51;222607.11;0,2;True;True;2438
Augsburg;;4,84093E+15;1,08591E+16;;0.0;very low;0;0;B;2581.23;104.01;268479.26;0.6;159948.06;0,2;True;True;2439
Augsburg;;4,84057E+14;1,08653E+16;;0.0;very low;0;0;A+;2581.23;105.21;271567.7;0.75;203675.78;0,25;True;True;2440
Augsburg;;4,83772E+16;1,08659E+15;;0.0;very low;0;0;B;2581.23;98.18;253434.39;0.59;150349.74;0,2;True;True;2441
Augsburg;;4,83946E+14;1,08817E+15;;0.0;very low;0;0;F;2581.23;100.64;259767.28;0.53;136978.04;0,2;True;True;2442
Augsburg;;4,8395E+15;1,08747E+16;;0.0;very low;0;0;B;2581.23;164.53;424681.3;0.49;206650.33;0,3;True;True;2443
Augsburg;;4,84027E+16;1,0867E+16;;0.0;very low;0;0;G;2581.23;80.0;206498.42;0.53;108665.0;0,2;True;True;2444
Augsburg;;4,83889E+14;1,08848E+16;;0.0;very low;0;0;E;2581.23;80.0;206498.42;0.5;103565.8;0,3;True;True;2445
Augsburg;;4,84015E+15;1,08712E+16;;0.0;very low;0;0;F;2581.23;80.0;206498.42;0.58;120387.61;0,25;True;True;2446
Augsburg;;4,83707E+16;1,09173E+16;;0.0;very low;0;0;D;2581.23;152.31;393143.92;0.56;220128.76;0,3;True;True;2447
Augsburg;;4,83675E+15;1,09121E+15;;0.0;very low;0;0;F;2581.23;129.38;333962.99;0.52;172852.77;0,3;True;True;2448
Augsburg;;4,83856E+15;1,08918E+16;;0.0;very low;0;0;B;2581.23;80.0;206498.42;0.52;106810.55;0,2;True;True;2449
Augsburg;;4,83629E+14;1,09181E+16;;0.0;very low;0;0;F;2581.23;149.89;386910.8;0.75;290183.1;0,3;True;True;2450
Siegsdorf;Landkreis Traunstein;4,78063E+16;1,27026E+16;;0.0;very low;0;0;H;2120.95;132.5;281024.26;0.71;199290.76;0,2;True;True;2451
Siegsdorf;Landkreis Traunstein;4,78106E+15;1,27246E+16;;0.0;very low;0;0;D;2120.95;80.0;169675.71;0.65;109454.05;0,2;True;True;2452
Chieming;Landkreis Traunstein;4,78903E+15;1,25517E+15;;0.0;very low;0;0;G;2120.95;109.81;232893.63;0.46;106885.72;0,2;True;True;2453
Reit im Winkl;Landkreis Traunstein;4,76727E+15;1,25593E+16;;0.0;very low;0;0;E;2120.95;138.53;293810.87;0.46;136270.7;0,3;True;True;2454
Grabenstätt;Landkreis Traunstein;4,78288E+15;1,25373E+15;;0.0;very low;0;0;H;2120.95;142.37;301953.31;0.62;186790.87;0,3;True;True;2455
Traunstein;Landkreis Traunstein;4,78589E+15;1,26013E+16;;0.0;very low;0;0;F;2120.95;80.0;169675.71;0.43;72143.41;0,2;True;True;2456
Traunstein;Landkreis Traunstein;4,79187E+15;1,26436E+16;;0.0;very low;0;0;D;2120.95;80.0;169675.71;0.61;102837.06;0,2;True;True;2457
Traunstein;Landkreis Traunstein;4,78915E+15;1,2655E+16;;0.0;very low;0;0;H;2120.95;80.0;169675.71;0.68;115627.34;0,2;True;True;2458
Traunstein;Landkreis Traunstein;4,78613E+15;1,26488E+16;;0.0;very low;0;0;G;2120.95;147.89;313669.24;0.75;235251.93;0,3;True;True;2459
Traunstein;Landkreis Traunstein;4,79214E+15;1,2664E+16;;0.0;very low;0;0;D;2120.95;87.52;185625.2;0.47;87998.88;0,25;True;True;2460
Ruhpolding;Landkreis Traunstein;4,77168E+15;1,2682E+16;;0.0;very low;0;0;H;2120.95;163.21;346150.18;0.67;233358.91;0,25;True;True;2461
Ruhpolding;Landkreis Traunstein;4,76979E+15;1,25841E+16;;0.0;very low;0;0;E;2120.95;147.3;312409.62;0.51;158731.64;0,2;True;True;2462
Bergen;Landkreis Traunstein;4,7813E+16;1,26077E+16;;0.0;very low;0;0;F;2120.95;80.0;169675.71;0.66;111457.94;0,2;True;True;2463
Marquartstein;Landkreis Traunstein;4,77543E+15;1,24928E+16;;0.0;very low;0;0;H;2120.95;80.0;169675.71;0.68;116017.55;0,25;True;True;2464
Trostberg;Landkreis Traunstein;4,80027E+15;1,25866E+16;;0.0;very low;0;0;E;2120.95;95.47;202489.8;0.54;109943.46;0,2;True;True;2465
Trostberg;Landkreis Traunstein;4,80027E+14;1,25982E+15;;0.0;very low;0;0;H;2120.95;142.09;301373.17;0.42;127153.57;0,25;True;True;2466
Trostberg;Landkreis Traunstein;4,80231E+16;1,25278E+16;;0.0;very low;0;0;B;2120.95;126.13;267511.9;0.68;182474.41;0,3;True;True;2467
Petting;Landkreis Traunstein;4,78859E+15;1,28067E+16;;0.0;very low;0;0;G;2120.95;80.0;169675.71;0.65;110445.28;0,2;True;True;2468
Inzell;Landkreis Traunstein;4,77762E+15;1,27646E+16;;0.0;very low;0;0;A;2120.95;137.43;291477.33;0.52;151087.35;0,2;True;True;2469
Traunreut;Landkreis Traunstein;4,79513E+15;1,26512E+16;;0.0;very low;0;0;F;2120.95;83.0;176045.33;0.61;108008.2;0,2;True;True;2470
Übersee;Landkreis Traunstein;4,78058E+15;1,24561E+16;;0.0;very low;0;0;D;2120.95;80.0;169675.71;0.43;73300.29;0,2;True;True;2471
Altenmarkt an der Alz;Landkreis Traunstein;4,79977E+15;1,25346E+15;;0.0;very low;0;0;F;2120.95;80.0;169675.71;0.53;89602.82;0,2;True;True;2472
Kirchanschöring;Landkreis Traunstein;4,79408E+16;1,2856E+15;;0.0;very low;0;0;C;2120.95;107.56;228138.5;0.5;114714.41;0,25;True;True;2473
Surberg;Landkreis Traunstein;4,78708E+15;1,26854E+16;;0.0;very low;0;0;F;2120.95;118.29;250894.72;0.62;155023.81;0,2;True;True;2474
Obing;Landkreis Traunstein;4,80313E+15;1,24207E+16;;0.0;very low;0;0;E;2120.95;128.11;271709.8;0.53;143353.04;0,2;True;True;2475
Tacherting;Landkreis Traunstein;4,8058E+16;1,25642E+16;;0.0;very low;0;0;G;2120.95;80.0;169675.71;0.75;127256.79;0,2;True;True;2476
Vachendorf;Landkreis Traunstein;4,78417E+14;1,26026E+16;;0.0;very low;0;0;C;2120.95;113.98;241743.3;0.62;149629.67;0,2;True;True;2477
Bad Reichenhall;Landkreis Berchtesgadener Land;4,77066E+15;1,28107E+15;;0.0;very low;0;0;C;3089.36;151.86;469160.37;0.75;351870.28;0,2;True;True;2478
Bad Reichenhall;Landkreis Berchtesgadener Land;4,7732E+15;1,288E+16;;0.0;very low;0;0;C;3089.36;167.46;517345.08;0.43;224511.32;0,2;True;True;2479
Bad Reichenhall;Landkreis Berchtesgadener Land;4,77473E+15;1,28722E+16;;0.0;very low;0;0;E;3089.36;145.54;449630.5;0.75;337222.87;0,2;True;True;2480
Bad Reichenhall;Landkreis Berchtesgadener Land;4,77485E+15;1,28773E+16;;0.0;very low;0;0;A;3089.36;80.0;247149.03;0.59;146248.34;0,2;True;True;2481
Bad Reichenhall;Landkreis Berchtesgadener Land;4,77322E+15;1,28902E+16;;0.0;very low;0;0;A+;3089.36;80.0;247149.03;0.52;128834.62;0,2;True;True;2482
Berchtesgaden;Landkreis Berchtesgadener Land;4,76685E+16;1,29918E+16;;0.0;very low;0;0;A+;3089.36;80.0;247149.03;0.61;149824.35;0,3;True;True;2483
Berchtesgaden;Landkreis Berchtesgadener Land;4,75937E+15;1,2997E+15;;0.0;very low;0;0;E;3089.36;80.0;247149.03;0.71;175975.53;0,2;True;True;2484
Berchtesgaden;Landkreis Berchtesgadener Land;4,75748E+15;1,29735E+15;;0.0;very low;0;0;H;3089.36;124.0;383093.59;0.75;287320.19;0,3;True;True;2485
Berchtesgaden;Landkreis Berchtesgadener Land;4,75237E+15;1,30062E+13;;0.0;very low;0;0;D;3089.36;109.02;336800.82;0.56;187864.4;0,3;True;True;2486
Schönau am Königssee;Landkreis Berchtesgadener Land;4,7703E+15;1,30257E+16;;0.0;very low;0;0;E;3089.36;132.68;409893.71;0.74;302814.86;0,25;True;True;2487
Schönau am Königssee;Landkreis Berchtesgadener Land;4,76257E+15;1,30649E+16;;0.0;very low;0;0;E;3089.36;96.35;297655.87;0.64;190374.73;0,25;True;True;2488
Schönau am Königssee;Landkreis Berchtesgadener Land;4,75161E+15;1,30177E+16;;0.0;very low;0;0;H;3089.36;117.68;363555.05;0.61;221447.66;0,3;True;True;2489
Schönau am Königssee;Landkreis Berchtesgadener Land;4,75217E+15;1,29112E+16;;0.0;very low;0;0;A+;3089.36;109.31;337698.93;0.47;159656.25;0,2;True;True;2490
Ainring;Landkreis Berchtesgadener Land;4,78142E+15;1,29165E+16;;0.0;very low;0;0;C;3089.36;146.91;453869.03;0.59;268526.72;0,3;True;True;2491
Ainring;Landkreis Berchtesgadener Land;4,78425E+14;1,29194E+16;;0.0;very low;0;0;A+;3089.36;80.0;247149.03;0.75;185361.77;0,2;True;True;2492
Ainring;Landkreis Berchtesgadener Land;4,78226E+15;1,2883E+15;;0.0;very low;0;0;B;3089.36;126.71;391447.85;0.6;235234.59;0,2;True;True;2493
Anger;Landkreis Berchtesgadener Land;4,77856E+15;1,28208E+16;;0.0;very low;0;0;H;3089.36;92.97;287212.48;0.47;136323.82;0,2;True;True;2494
Frasdorf;Landkreis Rosenheim;4,78329E+15;1,2294E+16;;0.0;very low;0;0;E;3032.67;80.0;242613.8;0.75;181960.35;0,2;True;True;2495
Feldkirchen-Westerham;Landkreis Rosenheim;4,79074E+15;1,18198E+16;;0.0;very low;0;0;B;3032.67;89.84;272445.78;0.54;146709.03;0,2;True;True;2496
Feldkirchen-Westerham;Landkreis Rosenheim;4,79162E+15;1,18828E+16;;0.0;very low;0;0;B;3032.67;80.0;242613.8;0.69;168422.52;0,2;True;True;2497
Feldkirchen-Westerham;Landkreis Rosenheim;4,78647E+16;1,18712E+16;;0.0;very low;0;0;A+;3032.67;88.24;267590.4;0.48;129771.94;0,2;True;True;2498
Stephanskirchen;Landkreis Rosenheim;4,78537E+16;1,22028E+16;;0.0;very low;0;0;C;3032.67;105.36;319516.43;0.66;211260.3;0,2;True;True;2499
Stephanskirchen;Landkreis Rosenheim;4,78527E+15;1,22108E+16;;0.0;very low;0;0;C;3032.67;95.06;288271.76;0.64;183618.64;0,2;True;True;2500
