ort;landkreis;latitude;longitude;GEB_HQ;AEP;flood_risk;Energieklasse;Quadratmeterpreise;aktuelles_LtV;darlehenbetrag;aktueller_immobilienwert;wohnflaeche;Schadensfaktor
Schwabach;;4,92961E+14;1,09212E+16;;0;very low;B;4031;0,5019;221588,61;441541,23;109,54;0,04
Schwanstetten;Landkreis Roth;4,93233E+14;1,11341E+16;;0;very low;F;3631;0,7349;160111,94;217860;60;0,04
Schwanstetten;Landkreis Roth;4,93042E+16;1,11785E+16;;0;very low;G;3631;0,6305;137357,69;217860;60;0,04
Büchenbach;Landkreis Roth;4,9272E+15;1,10298E+16;;0;very low;D;3631;0,4449;311266,57;699563,98;192,66;0,04
Wendelstein;Landkreis Roth;4,9356E+15;1,11839E+15;;0;very low;C;3631;0,0932;218059,19;2339920,74;644,43;0,04
Wendelstein;Landkreis Roth;4,93872E+16;1,11377E+15;;0;very low;E;3631;0,6069;132227,3;217860;60;0,04
Wendelstein;Landkreis Roth;4,93674E+15;1,11399E+16;;0;very low;G;3631;0,5992;130552,28;217860;60;0,04
Wendelstein;Landkreis Roth;4,93561E+15;1,11163E+15;;0;very low;E;3631;0,5431;333643,01;614315,29;169,19;0,04
Rohr;Landkreis Roth;4,93095E+15;1,09293E+16;;0;very low;G;3631;0,4523;98542,38;217860;60;0,04
Abenberg;Landkreis Roth;4,92469E+15;1,09605E+16;;0;very low;D;3631;0,6022;169016,31;280670,96;77,3;0,04
Cadolzburg;Landkreis Fürth;4,94908E+16;1,08669E+16;;0;very low;C;4602;0,6712;185333,12;276120;60;0,04
Cadolzburg;Landkreis Fürth;4,94434E+14;1,08145E+16;;0;very low;C;4602;0,441;121764,97;276120;60;0,04
Cadolzburg;Landkreis Fürth;4,94416E+15;1,08095E+16;;0;very low;A;4602;0,1773;145914,33;822813,02;178,79;0,04
Cadolzburg;Landkreis Fürth;4,94572E+15;1,0809E+15;;0;very low;H;4602;0,4948;296805,48;599790,95;130,33;0,04
Seukendorf;Landkreis Fürth;4,94728E+15;1,0857E+14;;0;very low;F;4602;0,4958;136897,17;276120;60;0,04
Seukendorf;Landkreis Fürth;4,94567E+16;1,08492E+16;;0;very low;D;4602;0,6733;185901,57;276120;60;0,04
Seukendorf;Landkreis Fürth;4,94525E+16;1,08692E+15;;0;very low;B;4602;0,4591;126753,82;276120;60;0,04
Seukendorf;Landkreis Fürth;4,94666E+16;1,08182E+16;;0;very low;C;4602;0,6911;190836,82;276120;60;0,04
Obermichelbach;Landkreis Fürth;4,95109E+15;1,08727E+16;;0;very low;B;4602;0,4104;113315,02;276120;60;0,04
Obermichelbach;Landkreis Fürth;4,95348E+16;1,0848E+16;;0;very low;B;4602;0,3883;112926,99;290838,26;63,2;0,04
Obermichelbach;Landkreis Fürth;4,95047E+13;1,08678E+16;;0;very low;C;4602;0,4137;114239,14;276120;60;0,04
Tuchenbach;Landkreis Fürth;4,95011E+15;1,08385E+16;;0;very low;F;4602;0,5795;159998,19;276120;60;0,04
Tuchenbach;Landkreis Fürth;4,95315E+15;1,08866E+15;;0;very low;E;4602;0,27;96620,84;357854,72;77,76;0,04
Tuchenbach;Landkreis Fürth;4,95334E+15;1,08465E+16;;0;very low;E;4602;0,5191;143346,4;276120;60;0,04
Veitsbronn;Landkreis Fürth;4,9509E+15;1,08514E+16;;0;very low;C;4602;0,1321;64342,41;487203,52;105,87;0,04
Veitsbronn;Landkreis Fürth;4,95365E+15;1,09048E+16;;0;very low;C;4602;0,6967;192360,97;276120;60;0,04
Veitsbronn;Landkreis Fürth;4,95335E+15;1,08882E+16;;0;very low;A+;4602;0,4421;122082,82;276120;60;0,04
Lonnerstadt;Landkreis Erlangen-Höchstadt;4,97147E+15;1,07094E+16;;0;very low;D;4319;0,6641;191963,08;289075,5;66,93;0,04
Möhrendorf;Landkreis Erlangen-Höchstadt;4,96838E+15;1,10103E+16;;0;very low;E;4319;0,5569;144314,02;259140;60;0,04
Marloffstein;Landkreis Erlangen-Höchstadt;4,96049E+16;1,10634E+16;;0;very low;A+;4319;0,1347;97746,62;725722,54;168,03;0,04
Marloffstein;Landkreis Erlangen-Höchstadt;4,95951E+15;1,10823E+16;;0;very low;E;4319;0,1039;123715,05;1190471,45;275,64;0,04
Spardorf;Landkreis Erlangen-Höchstadt;4,96037E+15;1,10812E+16;;0;very low;C;4319;0,5175;195407,34;377576,36;87,42;0,04
Spardorf;Landkreis Erlangen-Höchstadt;4,96152E+15;1,10495E+16;;0;very low;F;4319;0,5813;258322,63;444351,9;102,88;0,04
Uttenreuth;Landkreis Erlangen-Höchstadt;4,96019E+16;1,10864E+16;;0;very low;D;4319;0,6934;179676,26;259140;60;0,04
Uttenreuth;Landkreis Erlangen-Höchstadt;4,96076E+15;1,10549E+16;;0;very low;A;4319;0,4974;128884,3;259140;60;0,04
Speichersdorf;Landkreis Bayreuth;4,98461E+13;1,17406E+15;;0;very low;H;2260;0,4933;113986,23;231059,58;102,24;0,04
Speichersdorf;Landkreis Bayreuth;4,98858E+16;1,17509E+16;;0;very low;D;2260;0,1683;227933,48;1354212,7;599,21;0,04
Creußen;Landkreis Bayreuth;4,98637E+15;1,16531E+16;;0;very low;C;2260;0,4956;67204,09;135600;60;0,04
Creußen;Landkreis Bayreuth;4,98275E+15;1,16037E+16;;0;very low;F;2260;0,1708;118141,2;691681,51;306,05;0,04
Haag;Landkreis Bayreuth;4,98349E+15;1,17195E+16;;0;very low;D;2260;0,167;100227,43;599998,84;265,49;0,04
Haag;Landkreis Bayreuth;4,98232E+15;1,16697E+16;;0;very low;H;2260;0,1293;198638,33;1535749,06;679,53;0,04
Prebitz;Landkreis Bayreuth;4,98236E+15;1,1711E+16;;0;very low;G;2260;0,4596;108934,57;237016,07;104,87;0,04
Prebitz;Landkreis Bayreuth;4,9841E+16;1,16737E+16;;0;very low;D;2260;0,1256;117180,53;933207,05;412,92;0,04
Schlammersdorf;Landkreis Neustadt an der Waldnaab;4,97846E+15;1,17664E+16;;0;very low;G;2158;0,381;70615,88;185346,87;85,89;0,04
Vorbach;Landkreis Neustadt an der Waldnaab;4,98078E+15;1,17261E+16;;0;very low;B;2158;0,0718;76541,21;1066336,08;494,13;0,04
Fichtelberg;Landkreis Bayreuth;5,00166E+15;1,1817E+16;;0;very low;D;2260;0,5875;99809,62;169887,74;75,17;0,04
Warmensteinach;Landkreis Bayreuth;5,00084E+15;1,18E+15;;0;very low;E;2260;0,5051;155418,39;307673,46;136,14;0,04
Bayreuth;;4,98997E+15;1,15843E+16;;0;very low;D;3531;0,2137;123988,96;580252,17;164,33;0,04
Bayreuth;;4,99086E+15;1,15915E+15;;0;very low;D;3531;0,6439;136407,23;211860;60;0,04
Bayreuth;;4,99433E+15;1,16532E+15;;0;very low;D;3531;0,4484;97105,81;216570,8;61,33;0,04
Bayreuth;;4,99271E+15;1,15956E+16;;0;very low;E;3531;0,6022;127585,93;211860;60;0,04
Bayreuth;;4,99225E+15;1,16223E+16;;0;very low;H;3531;0,2235;192642,58;861869,44;244,09;0,04
Bayreuth;;4,9946E+15;1,16462E+16;;0;very low;H;3531;0,2225;68962,72;309888,54;87,76;0,04
Bad Berneck im Fichtelgebirge;Landkreis Bayreuth;5,00467E+16;1,16917E+15;;0;very low;F;2260;0,6105;117188,41;191954,29;84,94;0,04
Mistelgau;Landkreis Bayreuth;4,99234E+15;1,13993E+16;;0;very low;C;2260;0,3513;137993,77;392845,32;173,83;0,04
Bindlach;Landkreis Bayreuth;4,99787E+15;1,16169E+16;;0;very low;D;2260;0,1411;72319,87;512508,05;226,77;0,04
Bindlach;Landkreis Bayreuth;4,99876E+15;1,16069E+16;;0;very low;F;2260;0,7038;95428,87;135600;60;0,04
Heinersreuth;Landkreis Bayreuth;4,99661E+15;1,1532E+16;;0;very low;G;2260;0,1891;79891,96;422464,48;186,93;0,04
Thurnau;Landkreis Kulmbach;5,00287E+15;1,13983E+16;;0;very low;H;2009;0,5016;146373,78;291822,66;145,26;0,04
Mainleus;Landkreis Kulmbach;5,01009E+16;1,13369E+16;;0;very low;D;2009;0,5139;121228,2;235901,54;117,42;0,04
Mainleus;Landkreis Kulmbach;5,01472E+15;1,13652E+16;;0;very low;F;2009;0,2705;213434,48;789117,42;392,79;0,04
Neudrossenfeld;Landkreis Kulmbach;5,00484E+15;1,15294E+16;;0;very low;A+;2009;0,0906;172440,53;1903259,96;947,37;0,04
Lisberg;Landkreis Bamberg;4,98772E+14;1,07259E+16;;0;very low;E;2941;0,1931;37663,04;195069,83;66,33;0,04
Priesendorf;Landkreis Bamberg;4,9903E+16;1,07078E+15;;0;very low;E;2941;0,4238;209163,82;493550,93;167,82;0,04
Wachenroth;Landkreis Erlangen-Höchstadt;4,97631E+16;1,07216E+16;;0;very low;E;4319;0,1502;112545,54;749445,33;173,52;0,04
Bischberg;Landkreis Bamberg;4,9908E+15;1,0823E+16;;0;very low;F;2941;0,6812;120206,77;176460;60;0,04
Bischberg;Landkreis Bamberg;4,99121E+14;1,08149E+16;;0;very low;A;2941;0,2308;176650,89;765415,18;260,26;0,04
Buttenheim;Landkreis Bamberg;4,98001E+15;1,10798E+16;;0;very low;G;2941;0,4968;119219,74;239960,69;81,59;0,04
Pettstadt;Landkreis Bamberg;4,98252E+15;1,09121E+16;;0;very low;E;2941;0,692;122112,16;176460;60;0,04
Schlüsselfeld;Landkreis Bamberg;4,97467E+15;1,07023E+15;;0;very low;D;2941;0,6067;107058,32;176460;60;0,04
Schlüsselfeld;Landkreis Bamberg;4,97513E+15;1,06727E+16;;0;very low;H;2941;0,3078;54306,21;176460;60;0,04
Geiselwind;Landkreis Kitzingen;4,98041E+16;1,04773E+16;;0;very low;H;2868;0,1288;67484,27;523900,46;182,67;0,04
Rauhenebrach;Landkreis Haßberge;4,99029E+15;1,04877E+16;;0;very low;D;2045;0,3308;110169;333059,59;162,87;0,04
Bamberg;;4,98787E+15;1,08902E+16;;0;very low;D;3709;0,4672;233675,2;500135,16;134,84;0,04
Bamberg;;4,98944E+15;1,08349E+15;;0;very low;D;3709;0,3471;112301,24;323507,67;87,22;0,04
Bamberg;;4,98755E+15;1,08674E+16;;0;very low;E;3709;0,2447;130093,95;531749,77;143,37;0,04
Bamberg;;4,98637E+16;1,08833E+16;;0;very low;C;3709;0,4406;98040,3;222540;60;0,04
Bamberg;;4,9874E+15;1,08957E+15;;0;very low;G;3709;0,0874;58093,3;664849,07;179,25;0,04
Bamberg;;4,98722E+15;1,08974E+16;;0;very low;D;3709;0,386;100292,76;259827,56;70,05;0,04
Kemmern;Landkreis Bamberg;4,99566E+15;1,0876E+16;;0;very low;F;2941;0,4753;83870,55;176460;60;0,04
Gundelsheim;Landkreis Bamberg;4,99417E+16;1,0933E+16;;0;very low;D;2941;0,5672;134686,07;237462,79;80,74;0,04
Presseck;Landkreis Kulmbach;5,02305E+15;1,15841E+16;;0;very low;H;2009;0,3242;104151,6;321298,4;159,93;0,04
Kasendorf;Landkreis Kulmbach;5,00202E+15;1,13366E+16;;0;very low;C;2009;0,5167;123441,15;238886,95;118,91;0,04
Kulmbach;Landkreis Kulmbach;5,01723E+15;1,14443E+16;;0;very low;C;2009;0,4805;163875,95;341025,71;169,75;0,04
Kulmbach;Landkreis Kulmbach;5,01597E+14;1,14665E+16;;0;very low;A;2009;0,7163;150266,26;209771,31;104,42;0,04
Kulmbach;Landkreis Kulmbach;5,01325E+15;1,14514E+15;;0;very low;F;2009;0,4337;258494,57;595953,16;296,64;0,04
Kulmbach;Landkreis Kulmbach;5,01711E+16;1,13988E+16;;0;very low;A;2009;0,2295;249128,4;1085663,95;540,4;0,04
Kulmbach;Landkreis Kulmbach;5,00896E+15;1,14399E+16;;0;very low;G;2009;0,0787;112028,43;1423285;708,45;0,04
Kulmbach;Landkreis Kulmbach;5,0138E+15;1,14218E+16;;0;very low;G;2009;0,46;100784,24;219076,47;109,05;0,04
Kulmbach;Landkreis Kulmbach;5,0086E+15;1,14432E+15;;0;very low;H;2009;0,5331;102677,2;192589,16;95,86;0,04
Untersteinach;Landkreis Kulmbach;5,01403E+15;1,1487E+16;;0;very low;G;2009;0,4961;116717,16;235263,17;117,1;0,04
Neuenmarkt;Landkreis Kulmbach;5,00768E+14;1,15692E+16;;0;very low;C;2009;0,6488;91236,18;140616,16;69,99;0,04
Wirsberg;Landkreis Kulmbach;5,0123E+15;1,16444E+16;;0;very low;D;2009;0,5312;126643,39;238427,15;118,68;0,04
Stadtsteinach;Landkreis Kulmbach;5,01765E+15;1,1555E+16;;0;very low;B;2009;0,3527;76705,82;217508,42;108,27;0,04
Himmelkron;Landkreis Kulmbach;5,00754E+15;1,16107E+16;;0;very low;F;2009;0,3548;156384,78;440780,04;219,4;0,04
Marktleugast;Landkreis Kulmbach;5,01741E+15;1,16318E+16;;0;very low;F;2009;0,3425;75834,81;221447,23;110,23;0,04
Bamberg;;4,99159E+15;1,09092E+16;;0;very low;E;3709;0,7302;162491,25;222540;60;0,04
Bamberg;;4,9922E+16;1,09246E+16;;0;very low;H;3709;0,3737;83156,98;222540;60;0,04
Bamberg;;4,99071E+14;1,09075E+15;;0;very low;G;3709;0,1081;162332,12;1501186,1;404,74;0,04
Bamberg;;4,99214E+15;1,08871E+16;;0;very low;E;3709;0,4464;155675,27;348711,78;94,02;0,04
Bamberg;;4,99102E+15;1,0893E+15;;0;very low;C;3709;0,2399;81412,92;339370,51;91,5;0,04
Bamberg;;4,99091E+15;1,08794E+15;;0;very low;G;3709;0,5404;120269,14;222540;60;0,04
Baunach;Landkreis Bamberg;4,99852E+15;1,0787E+16;;0;very low;F;2941;0,2206;101589,08;460510,32;156,58;0,04
Hirschaid;Landkreis Bamberg;4,98053E+15;1,09642E+16;;0;very low;F;2941;0,5939;104798,73;176460;60;0,04
Hirschaid;Landkreis Bamberg;4,97918E+16;1,09613E+16;;0;very low;F;2941;0,3135;101030,35;322223,16;109,56;0,04
Hirschaid;Landkreis Bamberg;4,9807E+15;1,09185E+16;;0;very low;A;2941;0,6922;151628,06;219054,22;74,48;0,04
Burghaslach;Landkreis Neustadt an der Aisch-Bad Windsheim;4,97489E+16;1,05244E+16;;0;very low;C;2687;0,4225;173434,58;410449,07;152,75;0,04
Walsdorf;Landkreis Bamberg;4,98782E+16;1,07777E+16;;0;very low;G;2941;0,3997;153041,02;382922,38;130,2;0,04
Litzendorf;Landkreis Bamberg;4,99011E+15;1,10359E+16;;0;very low;H;2941;0,3491;114775,32;328775,16;111,79;0,04
Litzendorf;Landkreis Bamberg;4,99279E+15;1,10144E+16;;0;very low;G;2941;0,1509;154146,14;1021691,55;347,4;0,04
Ebrach;Landkreis Bamberg;4,98614E+15;1,05307E+16;;0;very low;C;2941;0,632;124706,41;197330,59;67,1;0,04
Pommersfelden;Landkreis Bamberg;4,97666E+15;1,08577E+16;;0;very low;C;2941;0,6769;204673,41;302358,23;102,81;0,04
Zapfendorf;Landkreis Bamberg;4,99997E+15;1,09471E+16;;0;very low;B;2941;0,618;109049,98;176460;60;0,04
Reckendorf;Landkreis Bamberg;5,00325E+14;1,08326E+16;;0;very low;E;2941;0,6995;125204,16;178984,62;60,86;0,04
Bamberg;;4,98889E+15;1,09131E+15;;0;very low;D;3709;0,319;102568,72;321571,79;86,7;0,04
Bamberg;;4,98887E+15;1,09496E+15;;0;very low;H;3709;0,2522;189141,08;750009,39;202,21;0,04
Bamberg;;4,99045E+15;1,09355E+15;;0;very low;H;3709;0,42;200968,53;478536,39;129,02;0,04
Bamberg;;4,98807E+15;1,09305E+16;;0;very low;C;3709;0,5446;140908,06;258742,92;69,76;0,04
Bamberg;;4,98926E+15;1,09362E+16;;0;very low;H;3709;0,4683;134820,64;287877,76;77,62;0,04
Altendorf;Landkreis Bamberg;4,97848E+15;1,10148E+16;;0;very low;H;2941;0,2713;245534,42;905144,71;307,77;0,04
Scheßlitz;Landkreis Bamberg;4,9965E+16;1,10517E+15;;0;very low;B;2941;0,0728;138439,74;1901896,12;646,68;0,04
Scheßlitz;Landkreis Bamberg;4,99723E+15;1,10042E+16;;0;very low;G;2941;0,2092;135617,36;648185,16;220,4;0,04
Altenkunstadt;Landkreis Lichtenfels;5,0119E+16;1,12115E+16;;0;very low;A;2265;0,5349;134339;251170,9;110,89;0,04
Bad Staffelstein;Landkreis Lichtenfels;5,01156E+15;1,09807E+16;;0;very low;F;2265;0,7136;125352,04;175649,74;77,55;0,04
Bad Staffelstein;Landkreis Lichtenfels;5,01097E+14;1,09834E+15;;0;very low;E;2265;0,5028;127967,57;254502,42;112,36;0,04
Bad Staffelstein;Landkreis Lichtenfels;5,01394E+15;1,09339E+16;;0;very low;A+;2265;0,2135;161571,7;756681,81;334,08;0,04
Marktgraitz;Landkreis Lichtenfels;5,01812E+15;1,12457E+16;;0;very low;E;2265;0,3914;116263,54;297008,39;131,13;0,04
Redwitz a.d.Rodach;Landkreis Lichtenfels;5,01609E+14;1,12375E+15;;0;very low;E;2265;0,7159;344188,13;480793,31;212,27;0,04
Lichtenfels;Landkreis Lichtenfels;5,02094E+15;1,10687E+16;;0;very low;F;2265;0,3243;220885,5;681219,59;300,76;0,04
Lichtenfels;Landkreis Lichtenfels;5,00668E+15;1,11563E+16;;0;very low;A+;2265;0,6899;168678,31;244495,88;107,95;0,04
Lichtenfels;Landkreis Lichtenfels;5,01016E+16;1,10915E+16;;0;very low;G;2265;0,728;98929,96;135900;60;0,04
Lichtenfels;Landkreis Lichtenfels;5,01928E+15;1,10196E+16;;0;very low;D;2265;0,3227;51110,01;158379,11;69,92;0,04
Lichtenfels;Landkreis Lichtenfels;5,00835E+15;1,11339E+16;;0;very low;D;2265;0,6059;82345,61;135900;60;0,04
Dörfles-Esbach;Landkreis Coburg;5,02966E+16;1,09955E+16;;0;very low;E;1860;0,463;91022,89;196610,65;105,7;0,04
Ermershausen;Landkreis Haßberge;5,01945E+16;1,06551E+12;;0;very low;D;2045;0,3912;148049,15;378460,19;185,07;0,04
Maroldsweisach;Landkreis Haßberge;5,02091E+15;1,06934E+16;;0;very low;F;2045;0,6186;121917,42;197084,95;96,37;0,04
Bad Rodach;Landkreis Coburg;5,03406E+15;1,07771E+15;;0;very low;B;1860;0,6053;75586,13;124866,19;67,13;0,04
Bad Rodach;Landkreis Coburg;5,03296E+15;1,07663E+16;;0;very low;H;1860;0,62;238364,33;384471,18;206,7;0,04
Weidhausen b.Coburg;Landkreis Coburg;5,02041E+15;1,11406E+16;;0;very low;H;1860;0,3538;64473,99;182225,96;97,97;0,04
Bad Steben;Landkreis Hof;5,03483E+15;1,16642E+16;;0;very low;E;1397;0,3087;127979,88;414621,9;296,79;0,04
Stammbach;Landkreis Hof;5,01626E+15;1,17337E+16;;0;very low;G;1397;0,6615;106968,98;161700,26;115,75;0,04
Rehau;Landkreis Hof;5,02652E+15;1,20191E+16;;0;very low;H;1397;0,7343;146448,22;199451,02;142,77;0,04
Rehau;Landkreis Hof;5,02636E+14;1,20444E+16;;0;very low;H;1397;0,3386;40574,98;119847,56;85,79;0,04
Rehau;Landkreis Hof;5,02153E+16;1,20568E+16;;0;very low;H;1397;0,0964;104393,76;1083297,13;775,45;0,04
Feilitzsch;Landkreis Hof;5,03977E+16;1,19209E+16;;0;very low;E;1397;0,5871;49214,13;83820;60;0,04
Töpen;Landkreis Hof;5,03928E+15;1,18597E+16;;0;very low;F;1397;0,4043;170784,39;422447,39;302,4;0,04
Trogen;Landkreis Hof;5,03963E+15;1,19199E+16;;0;very low;E;1397;0,1253;113224,47;903894,09;647,03;0,04
Naila;Landkreis Hof;5,03025E+13;1,16567E+16;;0;very low;F;1397;0,1009;49326,69;488776,55;349,88;0,04
Naila;Landkreis Hof;5,03267E+15;1,17267E+16;;0;very low;E;1397;0,4324;87185,24;201639,95;144,34;0,04
Münchberg;Landkreis Hof;5,01812E+14;1,16956E+14;;0;very low;E;1397;0,499;78318,75;156941,53;112,34;0,04
Münchberg;Landkreis Hof;5,01888E+16;1,17063E+16;;0;very low;D;1397;0,5523;234776,94;425081,26;304,28;0,04
Münchberg;Landkreis Hof;5,01676E+15;1,17441E+16;;0;very low;A+;1397;0,637;85858,18;134781,32;96,48;0,04
Meeder;Landkreis Coburg;5,03038E+15;1,08705E+14;;0;very low;F;1860;0,5066;163680,4;323075,06;173,7;0,04
Rödental;Landkreis Coburg;5,02815E+15;1,10847E+16;;0;very low;G;1860;0,543;255310,62;470212,04;252,8;0,04
Rödental;Landkreis Coburg;5,02749E+15;1,10708E+16;;0;very low;G;1860;0,5837;80092,09;137203,44;73,77;0,04
Rödental;Landkreis Coburg;5,02703E+15;1,10176E+14;;0;very low;G;1860;0,3932;192136,43;488659,9;262,72;0,04
Rödental;Landkreis Coburg;5,03398E+16;1,10236E+16;;0;very low;A+;1860;0,5807;78846,04;135775,2;73;0,04
Grub a.Forst;Landkreis Coburg;5,02286E+15;1,10074E+16;;0;very low;G;1860;0,6664;204174,64;306383,09;164,72;0,04
Ebersdorf b.Coburg;Landkreis Coburg;5,02347E+15;1,10639E+16;;0;very low;C;1860;0,491;101148,17;206012,09;110,76;0,04
Ebersdorf b.Coburg;Landkreis Coburg;5,02111E+15;1,10532E+16;;0;very low;F;1860;0,4762;150752,07;316594,37;170,21;0,04
Regnitzlosau;Landkreis Hof;5,02993E+16;1,20758E+16;;0;very low;H;1397;0,726;84958,57;117020,46;83,77;0,04
Döhlau;Landkreis Hof;5,02964E+15;1,19604E+15;;0;very low;H;1397;0,4025;190323,65;472886,69;338,5;0,04
Oberkotzau;Landkreis Hof;5,02459E+15;1,19003E+16;;0;very low;E;1397;0,4285;62094,89;144912,62;103,73;0,04
Oberkotzau;Landkreis Hof;5,02516E+15;1,19255E+15;;0;very low;F;1397;0,228;148210,79;650060,35;465,33;0,04
Schauenstein;Landkreis Hof;5,02726E+15;1,17441E+16;;0;very low;A;1397;0,3224;110990,86;344278,79;246,44;0,04
Selbitz;Landkreis Hof;5,03509E+15;1,17617E+16;;0;very low;C;1397;0,4934;115458,27;234006,25;167,51;0,04
Zell im Fichtelgebirge;Landkreis Hof;5,01593E+15;1,18092E+16;;0;very low;C;1397;0,2246;56510,16;251595,62;180,1;0,04
Schwarzenbach a.Wald;Landkreis Hof;5,03136E+15;1,16137E+16;;0;very low;D;1397;0,5773;61502,12;106534,93;76,26;0,04
Hof;;5,0304E+15;1,19278E+16;;0;very low;G;2023;0,6147;74609,06;121380;60;0,04
Hof;;5,02961E+15;1,19083E+16;;0;very low;H;2023;0,4542;160461,28;353321,13;174,65;0,04
Hof;;5,02863E+15;1,19109E+16;;0;very low;E;2023;0,4629;82479,13;178191,72;88,08;0,04
Seßlach;Landkreis Coburg;5,01966E+15;1,08161E+16;;0;very low;B;1860;0,4162;46789,36;112422,61;60,44;0,04
Weitramsdorf;Landkreis Coburg;5,02638E+15;1,08587E+16;;0;very low;D;1860;0,4832;78641,07;162742,64;87,5;0,04
Coburg;;5,02849E+15;1,08973E+16;;0;very low;F;2267;0,6666;90672,32;136020;60;0,04
Coburg;;5,02699E+15;1,09059E+15;;0;very low;C;2267;0,1024;27395,06;267545,53;118,02;0,04
Coburg;;5,02662E+16;1,10629E+16;;0;very low;C;2267;0,1913;88494,21;462473,99;204;0,04
Coburg;;5,02464E+15;1,10075E+16;;0;very low;A;2267;0,4695;170929,94;364080,75;160,6;0,04
Coburg;;5,0298E+16;1,09465E+15;;0;very low;A+;2267;0,1693;257155,63;1518596,15;669,87;0,04
Coburg;;5,02612E+15;1,09267E+16;;0;very low;C;2267;0,2798;70000,12;250190,74;110,36;0,04
Coburg;;5,02516E+15;1,10182E+16;;0;very low;E;2267;0,1447;43720,64;302250,07;133,33;0,04
Coburg;;5,02705E+15;1,09505E+16;;0;very low;D;2267;0,613;83385,24;136020;60;0,04
Coburg;;5,02763E+15;1,0947E+16;;0;very low;E;2267;0,1122;122331,41;1090256,05;480,92;0,04
Coburg;;5,02555E+15;1,09416E+16;;0;very low;G;2267;0,4445;75356,33;169516,17;74,78;0,04
Coburg;;5,02794E+15;1,0919E+15;;0;very low;D;2267;0,6353;86411,1;136020;60;0,04
Untersiemau;Landkreis Coburg;5,01886E+14;1,09806E+16;;0;very low;H;1860;0,7267;84588,89;116398,14;62,58;0,04
Lautertal;Landkreis Coburg;5,0346E+16;1,09479E+16;;0;very low;B;1860;0,5543;115586,49;208535,61;112,12;0,04
Ebern;Landkreis Haßberge;5,00884E+14;1,06839E+16;;0;very low;C;2045;0,5115;215679,25;421637,6;206,18;0,04
Ebern;Landkreis Haßberge;5,0061E+15;1,07186E+16;;0;very low;F;2045;0,4852;148526,31;306137,11;149,7;0,04
Itzgrund;Landkreis Coburg;5,01352E+16;1,09289E+15;;0;very low;E;1860;0,6538;75018,91;114743,91;61,69;0,04
Sonnefeld;Landkreis Coburg;5,02508E+16;1,1165E+16;;0;very low;H;1860;0,6411;127268,9;198507,62;106,72;0,04
Ahorn;Landkreis Coburg;5,02296E+15;1,09405E+16;;0;very low;A;1860;0,4508;292401,02;648601,88;348,71;0,04
Neustadt bei Coburg;Landkreis Coburg;5,03503E+15;1,10972E+16;;0;very low;F;1860;0,1377;236036,66;1714707,56;921,89;0,04
Neustadt bei Coburg;Landkreis Coburg;5,03544E+15;1,10999E+14;;0;very low;E;1860;0,2564;182330,96;711083,12;382,3;0,04
Neustadt bei Coburg;Landkreis Coburg;5,02682E+15;1,11503E+13;;0;very low;A;1860;0,7042;220219,34;312738,07;168,14;0,04
Neustadt bei Coburg;Landkreis Coburg;5,03138E+15;1,10831E+16;;0;very low;G;1860;0,569;87276,79;153388,15;82,47;0,04
Köditz;Landkreis Hof;5,03371E+16;1,18145E+16;;0;very low;B;1397;0,2763;91665,28;331793,18;237,5;0,04
Vohenstrauß;Landkreis Neustadt an der Waldnaab;4,96158E+15;1,23485E+15;;0;very low;D;2158;0,525;164610,02;313545,12;145,29;0,04
Vohenstrauß;Landkreis Neustadt an der Waldnaab;4,96234E+16;1,23868E+16;;0;very low;E;2158;0,4562;95407,93;209122,22;96,91;0,04
Eschenbach i.d.OPf.;Landkreis Neustadt an der Waldnaab;4,97904E+16;1,18401E+16;;0;very low;D;2158;0,4907;70671,74;144017,82;66,74;0,04
Speinshart;Landkreis Neustadt an der Waldnaab;4,97967E+15;1,18399E+16;;0;very low;D;2158;0,7336;236734,69;322723,24;149,55;0,04
Waldthurn;Landkreis Neustadt an der Waldnaab;4,96854E+15;1,23473E+16;;0;very low;E;2158;0,2523;93829,45;371895,58;172,33;0,04
Buckenhof;Landkreis Erlangen-Höchstadt;4,96087E+15;1,1033E+16;;0;very low;G;4319;0,5261;136322,52;259140;60;0,04
Buckenhof;Landkreis Erlangen-Höchstadt;4,96128E+15;1,10327E+15;;0;very low;G;4319;0,4154;124520,57;299770,2;69,41;0,04
Buckenhof;Landkreis Erlangen-Höchstadt;4,96083E+15;1,10117E+16;;0;very low;D;4319;0,6975;180752,32;259140;60;0,04
Buckenhof;Landkreis Erlangen-Höchstadt;4,95999E+15;1,10228E+16;;0;very low;G;4319;0,6259;162199,46;259140;60;0,04
Buckenhof;Landkreis Erlangen-Höchstadt;4,96094E+15;1,10374E+16;;0;very low;F;4319;0,7023;181992,1;259140;60;0,04
Buckenhof;Landkreis Erlangen-Höchstadt;4,95981E+15;1,10045E+16;;0;very low;F;4319;0,6687;248983,26;372360,49;86,21;0,04
Erlangen;;4,95994E+15;1,09986E+15;;0;very low;C;4641;0,1611;144522,7;897226,5;193,33;0,04
Erlangen;;4,96073E+15;1,1033E+15;;0;very low;F;4641;0,5176;144123,62;278460;60;0,04
Erlangen;;4,95911E+15;1,10452E+16;;0;very low;C;4641;0,5662;157665,57;278460;60;0,04
Erlangen;;4,95886E+15;1,10659E+15;;0;very low;C;4641;0,4613;243583,6;528001,45;113,77;0,04
