ID;ort;landkreis;latitude;longitude;GEB_HQ;flood_risk;Energieklasse;Quadratmeterpreise;aktuelles_LtV;darlehenbetrag;aktueller_immobilienwert;wohnflaeche
1993;Baunach;Landkreis Bamberg;4998520000000000,0;1,0787e+16;;very low;F;2941,0;0,2206;101589,08;460510,32;156,58
1994;Hirschaid;Landkreis Bamberg;4980530000000000,0;1,09642e+16;;very low;F;2941,0;0,5939;104798,73;176460,0;60,0
1995;Hirschaid;Landkreis Bamberg;4,97918e+16;1,09613e+16;;very low;F;2941,0;0,3135;101030,35;322223,16;109,56
1996;Hirschaid;Landkreis Bamberg;4980700000000000,0;1,09185e+16;;very low;A;2941,0;0,6922;151628,06;219054,22;74,48
1997;Burghaslach;Landkreis Neustadt an der Aisch-Bad Windsheim;4,97489e+16;1,05244e+16;;very low;C;2687,0;0,4225;173434,58;410449,07;152,75
1998;Walsdorf;Landkreis Bamberg;4,98782e+16;1,07777e+16;;very low;G;2941,0;0,3997;153041,02;382922,38;130,2
1999;Litzendorf;Landkreis Bamberg;4990110000000000,0;1,10359e+16;;very low;H;2941,0;0,3491;114775,32;328775,16;111,79
2000;Litzendorf;Landkreis Bamberg;4992790000000000,0;1,10144e+16;;very low;G;2941,0;0,1509;154146,14;1021691,55;347,4
2001;Ebrach;Landkreis Bamberg;4986140000000000,0;1,05307e+16;;very low;C;2941,0;0,632;124706,41;197330,59;67,1
2002;Pommersfelden;Landkreis Bamberg;4976660000000000,0;1,08577e+16;;very low;C;2941,0;0,6769;204673,41;302358,23;102,81
2003;Zapfendorf;Landkreis Bamberg;4999970000000000,0;1,09471e+16;;very low;B;2941,0;0,618;109049,98;176460,0;60,0
2004;Reckendorf;Landkreis Bamberg;500325000000000,0;1,08326e+16;;very low;E;2941,0;0,6995;125204,16;178984,62;60,86
2005;Bamberg;;4988890000000000,0;1091310000000000,0;;very low;D;3709,0;0,319;102568,72;321571,79;86,7
2006;Bamberg;;4988870000000000,0;1094960000000000,0;;very low;H;3709,0;0,2522;189141,08;750009,39;202,21
2007;Bamberg;;4990450000000000,0;1093550000000000,0;;very low;H;3709,0;0,42;200968,53;478536,39;129,02
2008;Bamberg;;4988070000000000,0;1,09305e+16;;very low;C;3709,0;0,5446;140908,06;258742,92;69,76
2009;Bamberg;;4989260000000000,0;1,09362e+16;;very low;H;3709,0;0,4683;134820,64;287877,76;77,62
2010;Altendorf;Landkreis Bamberg;4978480000000000,0;1,10148e+16;;very low;H;2941,0;0,2713;245534,42;905144,71;307,77
2011;Scheßlitz;Landkreis Bamberg;4,9965e+16;1105170000000000,0;;very low;B;2941,0;0,0728;138439,74;1901896,12;646,68
2012;Scheßlitz;Landkreis Bamberg;4997230000000000,0;1,10042e+16;;very low;G;2941,0;0,2092;135617,36;648185,16;220,4
2013;Altenkunstadt;Landkreis Lichtenfels;5,0119e+16;1,12115e+16;;very low;A;2265,0;0,5349;134339,0;251170,9;110,89
2014;Bad Staffelstein;Landkreis Lichtenfels;5011560000000000,0;1,09807e+16;;very low;F;2265,0;0,7136;125352,04;175649,74;77,55
2015;Bad Staffelstein;Landkreis Lichtenfels;501097000000000,0;1098340000000000,0;;very low;E;2265,0;0,5028;127967,57;254502,42;112,36
2016;Bad Staffelstein;Landkreis Lichtenfels;5013940000000000,0;1,09339e+16;;very low;A+;2265,0;0,2135;161571,7;756681,81;334,08
2017;Marktgraitz;Landkreis Lichtenfels;5018120000000000,0;1,12457e+16;;very low;E;2265,0;0,3914;116263,54;297008,39;131,13
2018;Redwitz a.d.Rodach;Landkreis Lichtenfels;501609000000000,0;1123750000000000,0;;very low;E;2265,0;0,7159;344188,13;480793,31;212,27
2019;Lichtenfels;Landkreis Lichtenfels;5020940000000000,0;1,10687e+16;;very low;F;2265,0;0,3243;220885,5;681219,59;300,76
2020;Lichtenfels;Landkreis Lichtenfels;5006680000000000,0;1,11563e+16;;very low;A+;2265,0;0,6899;168678,31;244495,88;107,95
2021;Lichtenfels;Landkreis Lichtenfels;5,01016e+16;1,10915e+16;;very low;G;2265,0;0,728;98929,96;135900,0;60,0
2022;Lichtenfels;Landkreis Lichtenfels;5019280000000000,0;1,10196e+16;;very low;D;2265,0;0,3227;51110,01;158379,11;69,92
2023;Lichtenfels;Landkreis Lichtenfels;5008350000000000,0;1,11339e+16;;very low;D;2265,0;0,6059;82345,61;135900,0;60,0
2024;Dörfles-Esbach;Landkreis Coburg;5,02966e+16;1,09955e+16;;very low;E;1860,0;0,463;91022,89;196610,65;105,7
2025;Ermershausen;Landkreis Haßberge;5,01945e+16;1065510000000,0;;very low;D;2045,0;0,3912;148049,15;378460,19;185,07
2026;Maroldsweisach;Landkreis Haßberge;5020910000000000,0;1,06934e+16;;very low;F;2045,0;0,6186;121917,42;197084,95;96,37
2027;Bad Rodach;Landkreis Coburg;5034060000000000,0;1077710000000000,0;;very low;B;1860,0;0,6053;75586,13;124866,19;67,13
2028;Bad Rodach;Landkreis Coburg;5032960000000000,0;1,07663e+16;;very low;H;1860,0;0,62;238364,33;384471,18;206,7
2029;Weidhausen b.Coburg;Landkreis Coburg;5020410000000000,0;1,11406e+16;;very low;H;1860,0;0,3538;64473,99;182225,96;97,97
2030;Bad Steben;Landkreis Hof;5034830000000000,0;1,16642e+16;;very low;E;1397,0;0,3087;127979,88;414621,9;296,79
2031;Stammbach;Landkreis Hof;5016260000000000,0;1,17337e+16;;very low;G;1397,0;0,6615;106968,98;161700,26;115,75
2032;Rehau;Landkreis Hof;5026520000000000,0;1,20191e+16;;very low;H;1397,0;0,7343;146448,22;199451,02;142,77
2033;Rehau;Landkreis Hof;502636000000000,0;1,20444e+16;;very low;H;1397,0;0,3386;40574,98;119847,56;85,79
2034;Rehau;Landkreis Hof;5,02153e+16;1,20568e+16;;very low;H;1397,0;0,0964;104393,76;1083297,13;775,45
2035;Feilitzsch;Landkreis Hof;5,03977e+16;1,19209e+16;;very low;E;1397,0;0,5871;49214,13;83820,0;60,0
2036;Töpen;Landkreis Hof;5039280000000000,0;1,18597e+16;;very low;F;1397,0;0,4043;170784,39;422447,39;302,4
2037;Trogen;Landkreis Hof;5039630000000000,0;1,19199e+16;;very low;E;1397,0;0,1253;113224,47;903894,09;647,03
2038;Naila;Landkreis Hof;50302500000000,0;1,16567e+16;;very low;F;1397,0;0,1009;49326,69;488776,55;349,88
2039;Naila;Landkreis Hof;5032670000000000,0;1,17267e+16;;very low;E;1397,0;0,4324;87185,24;201639,95;144,34
2040;Münchberg;Landkreis Hof;501812000000000,0;116956000000000,0;;very low;E;1397,0;0,499;78318,75;156941,53;112,34
2041;Münchberg;Landkreis Hof;5,01888e+16;1,17063e+16;;very low;D;1397,0;0,5523;234776,94;425081,26;304,28
2042;Münchberg;Landkreis Hof;5016760000000000,0;1,17441e+16;;very low;A+;1397,0;0,637;85858,18;134781,32;96,48
2043;Meeder;Landkreis Coburg;5030380000000000,0;108705000000000,0;;very low;F;1860,0;0,5066;163680,4;323075,06;173,7
2044;Rödental;Landkreis Coburg;5028150000000000,0;1,10847e+16;;very low;G;1860,0;0,543;255310,62;470212,04;252,8
2045;Rödental;Landkreis Coburg;5027490000000000,0;1,10708e+16;;very low;G;1860,0;0,5837;80092,09;137203,44;73,77
2046;Rödental;Landkreis Coburg;5027030000000000,0;110176000000000,0;;very low;G;1860,0;0,3932;192136,43;488659,9;262,72
2047;Rödental;Landkreis Coburg;5,03398e+16;1,10236e+16;;very low;A+;1860,0;0,5807;78846,04;135775,2;73,0
2048;Grub a.Forst;Landkreis Coburg;5022860000000000,0;1,10074e+16;;very low;G;1860,0;0,6664;204174,64;306383,09;164,72
2049;Ebersdorf b.Coburg;Landkreis Coburg;5023470000000000,0;1,10639e+16;;very low;C;1860,0;0,491;101148,17;206012,09;110,76
2050;Ebersdorf b.Coburg;Landkreis Coburg;5021110000000000,0;1,10532e+16;;very low;F;1860,0;0,4762;150752,07;316594,37;170,21
2051;Regnitzlosau;Landkreis Hof;5,02993e+16;1,20758e+16;;very low;H;1397,0;0,726;84958,57;117020,46;83,77
2052;Döhlau;Landkreis Hof;5029640000000000,0;1196040000000000,0;;very low;H;1397,0;0,4025;190323,65;472886,69;338,5
2053;Oberkotzau;Landkreis Hof;5024590000000000,0;1,19003e+16;;very low;E;1397,0;0,4285;62094,89;144912,62;103,73
2054;Oberkotzau;Landkreis Hof;5025160000000000,0;1192550000000000,0;;very low;F;1397,0;0,228;148210,79;650060,35;465,33
2055;Schauenstein;Landkreis Hof;5027260000000000,0;1,17441e+16;;very low;A;1397,0;0,3224;110990,86;344278,79;246,44
2056;Selbitz;Landkreis Hof;5035090000000000,0;1,17617e+16;;very low;C;1397,0;0,4934;115458,27;234006,25;167,51
2057;Zell im Fichtelgebirge;Landkreis Hof;5015930000000000,0;1,18092e+16;;very low;C;1397,0;0,2246;56510,16;251595,62;180,1
2058;Schwarzenbach a.Wald;Landkreis Hof;5031360000000000,0;1,16137e+16;;very low;D;1397,0;0,5773;61502,12;106534,93;76,26
2059;Hof;;5030400000000000,0;1,19278e+16;;very low;G;2023,0;0,6147;74609,06;121380,0;60,0
2060;Hof;;5029610000000000,0;1,19083e+16;;very low;H;2023,0;0,4542;160461,28;353321,13;174,65
2061;Hof;;5028630000000000,0;1,19109e+16;;very low;E;2023,0;0,4629;82479,13;178191,72;88,08
2062;Seßlach;Landkreis Coburg;5019660000000000,0;1,08161e+16;;very low;B;1860,0;0,4162;46789,36;112422,61;60,44
2063;Weitramsdorf;Landkreis Coburg;5026380000000000,0;1,08587e+16;;very low;D;1860,0;0,4832;78641,07;162742,64;87,5
2064;Coburg;;5028490000000000,0;1,08973e+16;;very low;F;2267,0;0,6666;90672,32;136020,0;60,0
2065;Coburg;;5026990000000000,0;1090590000000000,0;;very low;C;2267,0;0,1024;27395,06;267545,53;118,02
2066;Coburg;;5,02662e+16;1,10629e+16;;very low;C;2267,0;0,1913;88494,21;462473,99;204,0
2067;Coburg;;5024640000000000,0;1,10075e+16;;very low;A;2267,0;0,4695;170929,94;364080,75;160,6
2068;Coburg;;5,0298e+16;1094650000000000,0;;very low;A+;2267,0;0,1693;257155,63;1518596,15;669,87
2069;Coburg;;5026120000000000,0;1,09267e+16;;very low;C;2267,0;0,2798;70000,12;250190,74;110,36
2070;Coburg;;5025160000000000,0;1,10182e+16;;very low;E;2267,0;0,1447;43720,64;302250,07;133,33
2071;Coburg;;5027050000000000,0;1,09505e+16;;very low;D;2267,0;0,613;83385,24;136020,0;60,0
2072;Coburg;;5027630000000000,0;1,0947e+16;;very low;E;2267,0;0,1122;122331,41;1090256,05;480,92
2073;Coburg;;5025550000000000,0;1,09416e+16;;very low;G;2267,0;0,4445;75356,33;169516,17;74,78
2074;Coburg;;5027940000000000,0;1091900000000000,0;;very low;D;2267,0;0,6353;86411,1;136020,0;60,0
2075;Untersiemau;Landkreis Coburg;501886000000000,0;1,09806e+16;;very low;H;1860,0;0,7267;84588,89;116398,14;62,58
2076;Lautertal;Landkreis Coburg;5,0346e+16;1,09479e+16;;very low;B;1860,0;0,5543;115586,49;208535,61;112,12
2077;Ebern;Landkreis Haßberge;500884000000000,0;1,06839e+16;;very low;C;2045,0;0,5115;215679,25;421637,6;206,18
2078;Ebern;Landkreis Haßberge;5006100000000000,0;1,07186e+16;;very low;F;2045,0;0,4852;148526,31;306137,11;149,7
2079;Itzgrund;Landkreis Coburg;5,01352e+16;1092890000000000,0;;very low;E;1860,0;0,6538;75018,91;114743,91;61,69
2080;Sonnefeld;Landkreis Coburg;5,02508e+16;1,1165e+16;;very low;H;1860,0;0,6411;127268,9;198507,62;106,72
2081;Ahorn;Landkreis Coburg;5022960000000000,0;1,09405e+16;;very low;A;1860,0;0,4508;292401,02;648601,88;348,71
2082;Neustadt bei Coburg;Landkreis Coburg;5035030000000000,0;1,10972e+16;;very low;F;1860,0;0,1377;236036,66;1714707,56;921,89
2083;Neustadt bei Coburg;Landkreis Coburg;5035440000000000,0;110999000000000,0;;very low;E;1860,0;0,2564;182330,96;711083,12;382,3
2084;Neustadt bei Coburg;Landkreis Coburg;5026820000000000,0;11150300000000,0;;very low;A;1860,0;0,7042;220219,34;312738,07;168,14
2085;Neustadt bei Coburg;Landkreis Coburg;5031380000000000,0;1,10831e+16;;very low;G;1860,0;0,569;87276,79;153388,15;82,47
2086;Köditz;Landkreis Hof;5,03371e+16;1,18145e+16;;very low;B;1397,0;0,2763;91665,28;331793,18;237,5
2087;Vohenstrauß;Landkreis Neustadt an der Waldnaab;4961580000000000,0;1234850000000000,0;;very low;D;2158,0;0,525;164610,02;313545,12;145,29
2088;Vohenstrauß;Landkreis Neustadt an der Waldnaab;4,96234e+16;1,23868e+16;;very low;E;2158,0;0,4562;95407,93;209122,22;96,91
2089;Eschenbach i.d.OPf.;Landkreis Neustadt an der Waldnaab;4,97904e+16;1,18401e+16;;very low;D;2158,0;0,4907;70671,74;144017,82;66,74
2090;Speinshart;Landkreis Neustadt an der Waldnaab;4979670000000000,0;1,18399e+16;;very low;D;2158,0;0,7336;236734,69;322723,24;149,55
2091;Waldthurn;Landkreis Neustadt an der Waldnaab;4968540000000000,0;1,23473e+16;;very low;E;2158,0;0,2523;93829,45;371895,58;172,33
2092;Buckenhof;Landkreis Erlangen-Höchstadt;4960870000000000,0;1,1033e+16;;very low;G;4319,0;0,5261;136322,52;259140,0;60,0
2093;Buckenhof;Landkreis Erlangen-Höchstadt;4961280000000000,0;1103270000000000,0;;very low;G;4319,0;0,4154;124520,57;299770,2;69,41
2094;Buckenhof;Landkreis Erlangen-Höchstadt;4960830000000000,0;1,10117e+16;;very low;D;4319,0;0,6975;180752,32;259140,0;60,0
2095;Buckenhof;Landkreis Erlangen-Höchstadt;4959990000000000,0;1,10228e+16;;very low;G;4319,0;0,6259;162199,46;259140,0;60,0
2096;Buckenhof;Landkreis Erlangen-Höchstadt;4960940000000000,0;1,10374e+16;;very low;F;4319,0;0,7023;181992,1;259140,0;60,0
2097;Buckenhof;Landkreis Erlangen-Höchstadt;4959810000000000,0;1,10045e+16;;very low;F;4319,0;0,6687;248983,26;372360,49;86,21
2098;Erlangen;;4959940000000000,0;1099860000000000,0;;very low;C;4641,0;0,1611;144522,7;897226,5;193,33
2099;Erlangen;;4960730000000000,0;1103300000000000,0;;very low;F;4641,0;0,5176;144123,62;278460,0;60,0
2100;Erlangen;;4959110000000000,0;1,10452e+16;;very low;C;4641,0;0,5662;157665,57;278460,0;60,0
2101;Erlangen;;4958860000000000,0;1106590000000000,0;;very low;C;4641,0;0,4613;243583,6;528001,45;113,77
2102;Erlangen;;4959750000000000,0;1,1033e+16;;very low;E;4641,0;0,6104;169964,75;278460,0;60,0
2103;Erlangen;;4960650000000000,0;1,1028e+16;;very low;G;4641,0;0,5692;158506,53;278460,0;60,0
2104;Moosbach;Landkreis Neustadt an der Waldnaab;495685000000000,0;1243250000000000,0;;very low;D;2158,0;0,4227;156321,22;369844,57;171,38
2105;Eslarn;Landkreis Neustadt an der Waldnaab;4,95583e+16;1,25e+16;;very low;C;2158,0;0,5659;76630,85;135422,43;62,75
2106;Waidhaus;Landkreis Neustadt an der Waldnaab;4962070000000000,0;1,24896e+16;;very low;C;2158,0;0,2923;169289,84;579205,58;268,4
2107;Erlangen;;4958010000000000,0;1100120000000000,0;;very low;H;4641,0;0,49;145255,71;296427,8;63,87
2108;Erlangen;;4958220000000000,0;1,09915e+16;;very low;D;4641,0;0,6492;275331,17;424105,07;91,38
2109;Erlangen;;4958320000000000,0;1,09957e+16;;very low;E;4641,0;0,7159;199355,85;278460,0;60,0
2110;Erlangen;;495880000000000,0;1100780000000000,0;;very low;D;4641,0;0,5128;180415,26;351850,43;75,81
2111;Erlangen;;4959290000000000,0;1102280000000000,0;;very low;B;4641,0;0,3754;185587,37;494346,36;106,52
2112;Erlangen;;4959540000000000,0;1,10358e+16;;very low;G;4641,0;0,1544;91998,84;595779,39;128,37
2113;Erlangen;;4958540000000000,0;1,10326e+16;;very low;C;4641,0;0,1153;99307,7;861566,75;185,64
2114;Mantel;Landkreis Neustadt an der Waldnaab;4,96839e+16;1,20154e+16;;very low;G;2158,0;0,4752;124262,87;261501,57;121,18
2115;Windischeschenbach;Landkreis Neustadt an der Waldnaab;4980010000000000,0;1,21906e+16;;very low;E;2158,0;0,2994;227150,84;758717,7;351,58
2116;Erlangen;;4953930000000000,0;1101350000000000,0;;very low;A+;4641,0;0,5173;144054,28;278460,0;60,0
2117;Erlangen;;4954940000000000,0;1,1013e+16;;very low;D;4641,0;0,6934;193079,78;278460,0;60,0
2118;Erlangen;;4954790000000000,0;1101940000000000,0;;very low;E;4641,0;0,5831;162361,44;278460,0;60,0
2119;Erlangen;;495678000000,0;1099050000000000,0;;very low;E;4641,0;0,1464;106309,37;726113,7;156,46
2120;Erlangen;;4954910000000000,0;1,10086e+16;;very low;E;4641,0;0,6644;236577,99;356057,55;76,72
2121;Erlangen;;4954170000000000,0;1,10131e+16;;very low;A;4641,0;0,2495;69477,69;278460,0;60,0
2122;Erlangen;;4956550000000000,0;1,09868e+16;;very low;H;4641,0;0,397;138572,94;349026,06;75,2
2123;Erlangen;;4962110000000000,0;1094980000000000,0;;very low;G;4641,0;0,5335;148559,77;278460,0;60,0
2124;Erlangen;;4957380000000000,0;1,09575e+16;;very low;A+;4641,0;0,3408;156345,13;458785,97;98,85
2125;Erlangen;;495385000000000,0;1,09604e+16;;very low;E;4641,0;0,678;188809,51;278460,0;60,0
2126;Erlangen;;4960100000000000,0;1,09822e+16;;very low;D;4641,0;0,4527;126060,37;278460,0;60,0
2127;Erlangen;;4961320000000000,0;1,09482e+16;;very low;G;4641,0;0,4691;130615,46;278460,0;60,0
2128;Erlangen;;4963510000000000,0;1092250000000000,0;;very low;H;4641,0;0,5549;154516,76;278460,0;60,0
2129;Erlangen;;4953610000000000,0;1,09348e+16;;very low;H;4641,0;0,6136;170862,75;278460,0;60,0
2130;Erlangen;;4955220000000000,0;1094950000000000,0;;very low;D;4641,0;0,4775;142188,4;297767,81;64,16
2131;Erlangen;;4957490000000000,0;1,09279e+16;;very low;D;4641,0;0,1309;267212,76;2041881,21;439,97
2132;Gefrees;Landkreis Bayreuth;5007160000000000,0;1,17049e+16;;very low;D;2260,0;0,4573;114641,13;250668,41;110,92
2133;Eckersdorf;Landkreis Bayreuth;499669000000000,0;1,14958e+16;;very low;H;2260,0;0,7059;95717,89;135600,0;60,0
2134;Bayreuth;;4994990000000000,0;1157290000000000,0;;very low;F;3531,0;0,6587;139556,3;211860,0;60,0
2135;Bayreuth;;499471000000000,0;1,15791e+16;;very low;E;3531,0;0,3099;153257,9;494506,75;140,05
2136;Bayreuth;;4995280000000000,0;1157710000000000,0;;very low;C;3531,0;0,5483;116172,37;211860,0;60,0
2137;Goldkronach;Landkreis Bayreuth;4997830000000000,0;116637000000000,0;;very low;D;2260,0;0,0961;34536,43;359479,75;159,06
2138;Kirchenpingarten;Landkreis Bayreuth;4991820000000000,0;1,16535e+16;;very low;A+;2260,0;0,3146;114477,23;363853,7;161,0
2139;Kirchenpingarten;Landkreis Bayreuth;4994740000000000,0;1,17248e+16;;very low;H;2260,0;0,3967;325791,72;821159,14;363,34
2140;Weidenberg;Landkreis Bayreuth;4992000000000000,0;1,17587e+16;;very low;H;2260,0;0,5512;145439,58;263864,62;116,75
2141;Weidenberg;Landkreis Bayreuth;4995350000000000,0;1,18106e+16;;very low;D;2260,0;0,4226;101455,28;240049,01;106,22
2142;Emtmannsberg;Landkreis Bayreuth;4989060000000000,0;1,17282e+16;;very low;E;2260,0;0,6471;126063,53;194826,75;86,21
2143;Seybothenreuth;Landkreis Bayreuth;4989140000000000,0;1,17078e+16;;very low;F;2260,0;0,4108;351982,33;856834,89;379,13
2144;Ahorntal;Landkreis Bayreuth;4982580000000000,0;1,13644e+16;;very low;E;2260,0;0,2732;151900,46;556090,35;246,06
2145;Bayreuth;;4990930000000000,0;1,15641e+16;;very low;G;3531,0;0,4647;120701,4;259718,59;73,55
2146;Bayreuth;;4993160000000000,0;1,15832e+16;;very low;H;3531,0;0,1099;56157,66;510812,77;144,67
2147;Bayreuth;;4993490000000000,0;1,15806e+16;;very low;D;3531,0;0,2626;89879,84;342260,48;96,93
2148;Bayreuth;;4993050000000000,0;115476000000000,0;;very low;B;3531,0;0,4697;99511,17;211860,0;60,0
2149;Hummeltal;Landkreis Bayreuth;4988540000000000,0;1,15015e+16;;very low;D;2260,0;0,3788;265317,63;700496,02;309,95
2150;Bayreuth;;4,99683e+16;1,15564e+16;;very low;A+;3531,0;0,5737;121540,42;211860,0;60,0
2151;Bayreuth;;4995620000000000,0;1150450000000000,0;;very low;A;3531,0;0,7061;149598,64;211860,0;60,0
2152;Bayreuth;;4996160000000000,0;1155320000000000,0;;very low;D;3531,0;0,5723;121240,41;211860,0;60,0
2153;Bayreuth;;4,99519e+16;1,15544e+16;;very low;F;3531,0;0,4185;414779,68;991215,98;280,72
2154;Bayreuth;;4994620000000000,0;1,15236e+16;;very low;G;3531,0;0,3308;174242,97;526659,33;149,15
2155;Bischofsgrün;Landkreis Bayreuth;5003200000000000,0;1183690000000000,0;;very low;E;2260,0;0,2294;184375,71;803830,04;355,68
2156;Hof;;5033170000000000,0;1,19456e+16;;very low;A;2023,0;0,2019;80806,71;400294,39;197,87
2157;Hof;;5034120000000000,0;1,19593e+16;;very low;H;2023,0;0,0732;95217,12;1300965,79;643,09
2158;Hof;;5031530000000000,0;1,19506e+16;;very low;E;2023,0;0,0716;132700,99;1854417,64;916,67
2159;Hof;;5034320000000000,0;1,19207e+16;;very low;H;2023,0;0,469;146585,65;312554,43;154,5
2160;Hof;;5,03348e+16;1,19422e+16;;very low;F;2023,0;0,176;70408,88;400070,04;197,76
2161;Konradsreuth;Landkreis Hof;502794000000000,0;1184570000000000,0;;very low;A+;1397,0;0,7175;189049,86;263489,23;188,61
2162;Schwarzenbach a.d.Saale;Landkreis Hof;5019650000000000,0;1,19331e+16;;very low;D;1397,0;0,1752;52066,66;297144,26;212,7
2163;Schwarzenbach a.d.Saale;Landkreis Hof;5,02367e+16;1194850000000000,0;;very low;A+;1397,0;0,431;106800,67;247796,43;177,38
2164;Helmbrechts;Landkreis Hof;5025340000000000,0;1,1651e+16;;very low;E;1397,0;0,1469;313115,46;2130998,4;1525,41
2165;Helmbrechts;Landkreis Hof;502547000000000,0;116101000000000,0;;very low;D;1397,0;0,3061;88104,32;287825,69;206,03
2166;Hof;;5031390000000000,0;1,18954e+16;;very low;D;2023,0;0,4212;75149,58;178399,68;88,19
2167;Hof;;503261000000000,0;1,19004e+16;;very low;D;2023,0;0,4839;58732,92;121380,0;60,0
2168;Hof;;5,03178e+16;1,18963e+16;;very low;F;2023,0;0,2364;118974,67;503185,79;248,73
2169;Hof;;5030920000000000,0;1,18583e+16;;very low;C;2023,0;0,5025;68997,84;137319,51;67,88
2170;Berg;Landkreis Hof;5037150000000000,0;1,17861e+16;;very low;G;1397,0;0,6348;88993,61;140181,75;100,34
2171;Geroldsgrün;Landkreis Hof;5,0317e+16;1,15595e+16;;very low;C;1397,0;0,4871;64806,8;133041,68;95,23
2172;Pleystein;Landkreis Neustadt an der Waldnaab;4966990000000000,0;1,24435e+16;;very low;G;2158,0;0,6808;88145,7;129480,0;60,0
2173;Pressath;Landkreis Neustadt an der Waldnaab;4973220000000000,0;1,19537e+16;;very low;C;2158,0;0,582;218678,11;375718,81;174,11
2174;Luhe-Wildenau;Landkreis Neustadt an der Waldnaab;4956950000000000,0;1,21659e+16;;very low;C;2158,0;0,1943;150188,42;772913,06;358,16
2175;Floß;Landkreis Neustadt an der Waldnaab;4968770000000000,0;1227820000000000,0;;very low;E;2158,0;0,576;141929,07;246384,63;114,17
2176;Gleiritsch;Landkreis Schwandorf;4949970000000000,0;1,23083e+16;;very low;H;2749,0;0,6515;126693,12;194477,87;70,74
2177;Tännesberg;Landkreis Neustadt an der Waldnaab;4955900000000000,0;1,23404e+16;;very low;H;2158,0;0,2013;167090,01;829974,23;384,6
2178;Grafenwöhr;Landkreis Neustadt an der Waldnaab;4968130000000000,0;1,17956e+16;;very low;G;2158,0;0,1091;70778,93;648839,25;300,67
2179;Grafenwöhr;Landkreis Neustadt an der Waldnaab;496796000000000,0;1,19237e+16;;very low;G;2158,0;0,3309;90047,35;272155,77;126,11
2180;Neustadt an der Waldnaab;Landkreis Neustadt an der Waldnaab;4973130000000000,0;1,21778e+16;;very low;C;2158,0;0,5237;114056,49;217804,92;100,93
2181;Neustadt an der Waldnaab;Landkreis Neustadt an der Waldnaab;4974150000000000,0;1,21578e+16;;very low;H;2158,0;0,578;119339,93;206473,4;95,68
