ort,landkreis,latitude,longitude,geometry,GEB_HQ,flood_risk
Ruhpolding,Landkreis Traunstein,2736811.9821886783,4518774.872897919,POINT (4518774.872897919 2736811.9821886783),,very low
Bergen,Landkreis Traunstein,2744255.6526870118,4515667.516941097,POINT (4515667.516941097 2744255.6526870118),,very low
Marquartstein,Landkreis Traunstein,2739992.452207407,4504308.307589376,POINT (4504308.307589376 2739992.452207407),,very low
Trostberg,Landkreis Traunstein,2770213.4610945205,4510104.554620792,POINT (4510104.554620792 2770213.4610945205),,very low
Trostberg,Landkreis Traunstein,2768300.986678187,4513534.705734035,POINT (4513534.705734035 2768300.986678187),,very low
Trostberg,Landkreis Traunstein,2768050.3792176507,4512704.373341878,POINT (4512704.373341878 2768050.3792176507),,very low
Petting,Landkreis Traunstein,2759580.4889533543,4529985.025102557,POINT (4529985.025102557 2759580.4889533543),,very low
Inzell,Landkreis Traunstein,2741752.1451792433,4529879.383220294,POINT (4529879.383220294 2741752.1451792433),,very low
Traunreut,Landkreis Traunstein,2762513.5140029965,4514944.54164561,POINT (4514944.54164561 2762513.5140029965),,very low
Übersee,Landkreis Traunstein,2751605.505835013,4506837.963992569,POINT (4506837.963992569 2751605.505835013),,very low
Altenmarkt an der Alz,Landkreis Traunstein,2766046.513499589,4510458.995558414,POINT (4510458.995558414 2766046.513499589),,very low
Kirchanschöring,Landkreis Traunstein,2764245.673544588,4530702.603683443,POINT (4530702.603683443 2764245.673544588),,very low
Surberg,Landkreis Traunstein,2754091.8958867076,4523841.409447204,POINT (4523841.409447204 2754091.8958867076),,very low
Obing,Landkreis Traunstein,2771112.3027954167,4502581.296556214,POINT (4502581.296556214 2771112.3027954167),,very low
Tacherting,Landkreis Traunstein,2777626.8627782073,4512051.974452447,POINT (4512051.974452447 2777626.8627782073),,very low
Vachendorf,Landkreis Traunstein,2750243.4697323223,4517434.609730552,POINT (4517434.609730552 2750243.4697323223),,very low
Bad Reichenhall,Landkreis Berchtesgadener Land,2737815.748154933,4535543.69773944,POINT (4535543.69773944 2737815.748154933),,very low
Bad Reichenhall,Landkreis Berchtesgadener Land,2743158.6257232646,4541059.604335603,POINT (4541059.604335603 2743158.6257232646),,very low
Bad Reichenhall,Landkreis Berchtesgadener Land,2738456.057683065,4534780.718791488,POINT (4534780.718791488 2738456.057683065),,very low
Bad Reichenhall,Landkreis Berchtesgadener Land,2740436.4733727137,4537033.012074514,POINT (4537033.012074514 2740436.4733727137),,very low
Bad Reichenhall,Landkreis Berchtesgadener Land,2739622.104223198,4532924.906052887,POINT (4532924.906052887 2739622.104223198),,very low
Berchtesgaden,Landkreis Berchtesgadener Land,2736053.2580743604,4546797.247999807,POINT (4546797.247999807 2736053.2580743604),,very low
Berchtesgaden,Landkreis Berchtesgadener Land,2712538.0257697254,4548071.177960026,POINT (4548071.177960026 2712538.0257697254),,very low
Berchtesgaden,Landkreis Berchtesgadener Land,2719156.7388541196,4545082.144492987,POINT (4545082.144492987 2719156.7388541196),,very low
Berchtesgaden,Landkreis Berchtesgadener Land,2716618.0858219857,4547574.299354454,POINT (4547574.299354454 2716618.0858219857),,very low
Schönau am Königssee,Landkreis Berchtesgadener Land,2724669.6546058515,4545033.435828041,POINT (4545033.435828041 2724669.6546058515),,very low
Schönau am Königssee,Landkreis Berchtesgadener Land,2736226.6024899734,4546352.588950584,POINT (4546352.588950584 2736226.6024899734),,very low
Schönau am Königssee,Landkreis Berchtesgadener Land,2726281.55816367,4551527.708747177,POINT (4551527.708747177 2726281.55816367),,very low
Schönau am Königssee,Landkreis Berchtesgadener Land,2718012.8162726616,4549253.738221167,POINT (4549253.738221167 2718012.8162726616),,very low
Ainring,Landkreis Berchtesgadener Land,2750313.4480504314,4537926.235917198,POINT (4537926.235917198 2750313.4480504314),,very low
Ainring,Landkreis Berchtesgadener Land,2749623.830813749,4542950.814799323,POINT (4542950.814799323 2749623.830813749),,very low
Ainring,Landkreis Berchtesgadener Land,2751601.9239938105,4540714.869838481,POINT (4540714.869838481 2751601.9239938105),,very low
Anger,Landkreis Berchtesgadener Land,2743061.4768575476,4535845.259948175,POINT (4535845.259948175 2743061.4768575476),,very low
Frasdorf,Landkreis Rosenheim,2742491.4256497896,4491044.751171678,POINT (4491044.751171678 2742491.4256497896),,very low
Feldkirchen-Westerham,Landkreis Rosenheim,2755662.816132508,4460920.710230332,POINT (4460920.710230332 2755662.816132508),,very low
Feldkirchen-Westerham,Landkreis Rosenheim,2755608.559539748,4458189.623404835,POINT (4458189.623404835 2755608.559539748),,very low
Feldkirchen-Westerham,Landkreis Rosenheim,2758421.474111044,4460154.757828144,POINT (4460154.757828144 2758421.474111044),,very low
Stephanskirchen,Landkreis Rosenheim,2750333.907751423,4482482.6994329225,POINT (4482482.6994329225 2750333.907751423),,very low
Stephanskirchen,Landkreis Rosenheim,2752396.4623378296,4487866.9275379125,POINT (4487866.9275379125 2752396.4623378296),,very low
Stephanskirchen,Landkreis Rosenheim,2752666.228882924,4483890.105584115,POINT (4483890.105584115 2752666.228882924),,very low
Amerang,Landkreis Rosenheim,2767324.2159248902,4492379.627555705,POINT (4492379.627555705 2767324.2159248902),,very low
Haag in Oberbayern,Landkreis Mühldorf am Inn,2783057.3375703674,4483662.636751738,POINT (4483662.636751738 2783057.3375703674),,very low
Haag in Oberbayern,Landkreis Mühldorf am Inn,2790589.4097701986,4483436.941271288,POINT (4483436.941271288 2790589.4097701986),,very low
Kirchdorf,Landkreis Mühldorf am Inn,2789310.425394832,4484309.067998394,POINT (4484309.067998394 2789310.425394832),,very low
Kirchdorf,Landkreis Mühldorf am Inn,2787233.925370872,4479736.286686757,POINT (4479736.286686757 2787233.925370872),,very low
Riedering,Landkreis Rosenheim,2750557.417941052,4490759.747101133,POINT (4490759.747101133 2750557.417941052),,very low
Halfing,Landkreis Rosenheim,2762241.6208947613,4490819.321946123,POINT (4490819.321946123 2762241.6208947613),,very low
Gars am Inn,Landkreis Mühldorf am Inn,2783341.172458152,4489835.314622419,POINT (4489835.314622419 2783341.172458152),,very low
Rosenheim,,2751589.7086731354,4480944.435326026,POINT (4480944.435326026 2751589.7086731354),,very low
Rosenheim,,2751974.258906182,4480463.113313005,POINT (4480463.113313005 2751974.258906182),,very low
Rosenheim,,2750409.0893670944,4480788.455399696,POINT (4480788.455399696 2750409.0893670944),,very low
Rosenheim,,2750990.0017773006,4481465.4966008095,POINT (4481465.4966008095 2750990.0017773006),,very low
Rosenheim,,2751764.277455858,4479574.516746697,POINT (4479574.516746697 2751764.277455858),,very low
Brannenburg,Landkreis Rosenheim,2738069.5057655717,4476655.121757417,POINT (4476655.121757417 2738069.5057655717),,very low
Brannenburg,Landkreis Rosenheim,2736254.5234810654,4476881.457360543,POINT (4476881.457360543 2736254.5234810654),,very low
Chiemsee,Landkreis Rosenheim,2751652.051560266,4499717.941477457,POINT (4499717.941477457 2751652.051560266),HQ 100,low
Chiemsee,Landkreis Rosenheim,2753433.604399187,4501291.873133182,POINT (4501291.873133182 2753433.604399187),HQ 100,low
Chiemsee,Landkreis Rosenheim,2750600.871617215,4492458.461943951,POINT (4492458.461943951 2750600.871617215),,very low
Prien am Chiemsee,Landkreis Rosenheim,2753066.608976556,4501787.0711081,POINT (4501787.0711081 2753066.608976556),HQ 100,low
Prien am Chiemsee,Landkreis Rosenheim,2750164.0185375847,4500426.9538102,POINT (4500426.9538102 2750164.0185375847),HQ 100,low
Prien am Chiemsee,Landkreis Rosenheim,2751248.652820811,4497814.068584034,POINT (4497814.068584034 2751248.652820811),,very low
Prutting,Landkreis Rosenheim,2755176.7752080467,4488122.929501395,POINT (4488122.929501395 2755176.7752080467),,very low
Soyen,Landkreis Rosenheim,2780677.169644409,4488870.227131032,POINT (4488870.227131032 2780677.169644409),,very low
Bad Aibling,Landkreis Rosenheim,2748980.623556298,4471369.61039711,POINT (4471369.61039711 2748980.623556298),,very low
Bad Aibling,Landkreis Rosenheim,2755022.730426671,4472532.256408906,POINT (4472532.256408906 2755022.730426671),,very low
Bad Aibling,Landkreis Rosenheim,2753310.46598533,4470237.479433373,POINT (4470237.479433373 2753310.46598533),,very low
Bad Aibling,Landkreis Rosenheim,2752496.7284782045,4474102.621311209,POINT (4474102.621311209 2752496.7284782045),,very low
Bad Aibling,Landkreis Rosenheim,2748762.267889996,4470512.7296531,POINT (4470512.7296531 2748762.267889996),,very low
Großkarolinenfeld,Landkreis Rosenheim,2752545.1264718254,4476285.142846519,POINT (4476285.142846519 2752545.1264718254),,very low
Großkarolinenfeld,Landkreis Rosenheim,2757013.6344040823,4474687.576193308,POINT (4474687.576193308 2757013.6344040823),,very low
Rimsting,Landkreis Rosenheim,2753268.421402771,4493818.468785724,POINT (4493818.468785724 2753268.421402771),,very low
Eiselfing,Landkreis Rosenheim,2768115.184134809,4488721.498072954,POINT (4488721.498072954 2768115.184134809),,very low
Vogtareuth,Landkreis Rosenheim,2757739.699352994,4483863.468408679,POINT (4483863.468408679 2757739.699352994),,very low
Raubling,Landkreis Rosenheim,2744159.7950394456,4477425.252231119,POINT (4477425.252231119 2744159.7950394456),,very low
Raubling,Landkreis Rosenheim,2745344.231282712,4479289.101908163,POINT (4479289.101908163 2745344.231282712),,very low
Raubling,Landkreis Rosenheim,2743518.287892418,4479026.56978141,POINT (4479026.56978141 2743518.287892418),,very low
Rosenheim,,2752283.961132065,4477592.914023994,POINT (4477592.914023994 2752283.961132065),,very low
Rosenheim,,2751533.9525058772,4477717.736245724,POINT (4477717.736245724 2751533.9525058772),,very low
Rosenheim,,2752902.619462639,4480214.18782326,POINT (4480214.18782326 2752902.619462639),,very low
Rosenheim,,2752466.448080318,4479351.194188127,POINT (4479351.194188127 2752466.448080318),,very low
Aschau im Chiemgau,Landkreis Rosenheim,2743430.1538534258,4498012.99232032,POINT (4498012.99232032 2743430.1538534258),,very low
Schechen,Landkreis Rosenheim,2758305.539627026,4478778.677009464,POINT (4478778.677009464 2758305.539627026),,very low
Bruckmühl,Landkreis Rosenheim,2755023.779610838,4462651.990361135,POINT (4462651.990361135 2755023.779610838),,very low
Bruckmühl,Landkreis Rosenheim,2754860.738822968,4469092.711310229,POINT (4469092.711310229 2754860.738822968),,very low
Bruckmühl,Landkreis Rosenheim,2755893.3251610743,4467785.4779661205,POINT (4467785.4779661205 2755893.3251610743),,very low
Bruckmühl,Landkreis Rosenheim,2756563.608728839,4467284.517789586,POINT (4467284.517789586 2756563.608728839),,very low
Reut,Landkreis Rottal-Inn,2805355.4132877165,4534698.382856675,POINT (4534698.382856675 2805355.4132877165),,very low
Reut,Landkreis Rottal-Inn,2811039.943598677,4535139.876315671,POINT (4535139.876315671 2811039.943598677),,very low
Tann,Landkreis Rottal-Inn,2801467.3808182473,4533370.500679594,POINT (4533370.500679594 2801467.3808182473),,very low
Tann,Landkreis Rottal-Inn,2801369.9023720887,4536492.958832561,POINT (4536492.958832561 2801369.9023720887),,very low
Zeilarn,Landkreis Rottal-Inn,2800544.9842399005,4537545.047750408,POINT (4537545.047750408 2800544.9842399005),,very low
Zeilarn,Landkreis Rottal-Inn,2811048.070112981,4533896.317293606,POINT (4533896.317293606 2811048.070112981),,very low
Schönau,Landkreis Rottal-Inn,2823367.5448431424,4529386.509241885,POINT (4529386.509241885 2823367.5448431424),,very low
Postmünster,Landkreis Rottal-Inn,2816330.543324658,4536095.802158036,POINT (4536095.802158036 2816330.543324658),,very low
Falkenberg,Landkreis Rottal-Inn,2815738.5624375483,4519541.828346809,POINT (4519541.828346809 2815738.5624375483),,very low
Rimbach,Landkreis Rottal-Inn,2825234.1114091906,4526187.4294660725,POINT (4526187.4294660725 2825234.1114091906),,very low
Dietersburg,Landkreis Rottal-Inn,2826078.693276267,4538043.547472125,POINT (4538043.547472125 2826078.693276267),,very low
Simbach,Landkreis Rottal-Inn,2804865.3558087074,4543953.086586634,POINT (4543953.086586634 2804865.3558087074),,very low
Simbach,Landkreis Rottal-Inn,2804574.5268292218,4546622.635575275,POINT (4546622.635575275 2804574.5268292218),,very low
Simbach,Landkreis Rottal-Inn,2803177.0689932145,4544735.727659623,POINT (4544735.727659623 2803177.0689932145),,very low
Egglham,Landkreis Rottal-Inn,2829740.290185676,4546379.314805005,POINT (4546379.314805005 2829740.290185676),,very low
Eggenfelden,Landkreis Rottal-Inn,2814069.884880963,4527270.476473591,POINT (4527270.476473591 2814069.884880963),,very low
Eggenfelden,Landkreis Rottal-Inn,2813040.209805452,4521705.644277727,POINT (4521705.644277727 2813040.209805452),,very low
Eggenfelden,Landkreis Rottal-Inn,2817941.1331531834,4524540.908731375,POINT (4524540.908731375 2817941.1331531834),,very low
Triftern,Landkreis Rottal-Inn,2812922.221673957,4543333.965540683,POINT (4543333.965540683 2812922.221673957),,very low
Unterdietfurt,Landkreis Rottal-Inn,2809031.4381150706,4521025.992960538,POINT (4521025.992960538 2809031.4381150706),,very low
Wurmannsquick,Landkreis Rottal-Inn,2809023.34702946,4525719.271887343,POINT (4525719.271887343 2809023.34702946),,very low
Johanniskirchen,Landkreis Rottal-Inn,2830547.969464542,4542001.773468594,POINT (4542001.773468594 2830547.969464542),,very low
Bad Birnbach,Landkreis Rottal-Inn,2813339.854896013,4550364.5173030095,POINT (4550364.5173030095 2813339.854896013),,very low
Heldenstein,Landkreis Mühldorf am Inn,2797673.1712934547,4493376.945719504,POINT (4493376.945719504 2797673.1712934547),,very low
Rattenkirchen,Landkreis Mühldorf am Inn,2793023.74483254,4492119.388153826,POINT (4492119.388153826 2793023.74483254),,very low
Polling,Landkreis Mühldorf am Inn,2793663.7511155875,4506924.557194419,POINT (4506924.557194419 2793663.7511155875),,very low
Lohkirchen,Landkreis Mühldorf am Inn,2803972.291936267,4511198.338536885,POINT (4511198.338536885 2803972.291936267),,very low
Lohkirchen,Landkreis Mühldorf am Inn,2806754.0257704966,4510389.490521902,POINT (4510389.490521902 2806754.0257704966),,very low
Lohkirchen,Landkreis Mühldorf am Inn,2814124.287311097,4507028.563094193,POINT (4507028.563094193 2814124.287311097),,very low
Neumarkt-Sankt Veit,Landkreis Mühldorf am Inn,2801887.4675992206,4507266.257392755,POINT (4507266.257392755 2801887.4675992206),,very low
Neumarkt-Sankt Veit,Landkreis Mühldorf am Inn,2805566.1962257843,4510167.24990501,POINT (4510167.24990501 2805566.1962257843),,very low
Neumarkt-Sankt Veit,Landkreis Mühldorf am Inn,2799987.8367534876,4509995.259916455,POINT (4509995.259916455 2799987.8367534876),,very low
Niederbergkirchen,Landkreis Mühldorf am Inn,2801108.58847862,4503157.750623915,POINT (4503157.750623915 2801108.58847862),,very low
Niederbergkirchen,Landkreis Mühldorf am Inn,2808494.2966429633,4511690.14102015,POINT (4511690.14102015 2808494.2966429633),,very low
Niederbergkirchen,Landkreis Mühldorf am Inn,2809138.4084987007,4510364.239317808,POINT (4510364.239317808 2809138.4084987007),,very low
Niedertaufkirchen,Landkreis Mühldorf am Inn,2803069.550258438,4502869.006363992,POINT (4502869.006363992 2803069.550258438),,very low
Niedertaufkirchen,Landkreis Mühldorf am Inn,2810057.2535545495,4511529.9859754,POINT (4511529.9859754 2810057.2535545495),,very low
Niedertaufkirchen,Landkreis Mühldorf am Inn,2804063.2240253557,4509100.986319115,POINT (4509100.986319115 2804063.2240253557),,very low
Aschau am Inn,Landkreis Mühldorf am Inn,2787555.3643385116,4495879.731877949,POINT (4495879.731877949 2787555.3643385116),,very low
Mettenheim,Landkreis Mühldorf am Inn,2798615.941118101,4504284.340202248,POINT (4504284.340202248 2798615.941118101),,very low
Mühldorf a. Inn,Landkreis Mühldorf am Inn,2796333.8291719537,4509957.379054454,POINT (4509957.379054454 2796333.8291719537),,very low
Mühldorf a. Inn,Landkreis Mühldorf am Inn,2796848.5803348213,4510217.113079404,POINT (4510217.113079404 2796848.5803348213),,very low
